,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,25092004BayeFrei,2004-05,"Samstag, 25.09.2004",Bayern ,Freiburg ,3,1,2,1,/bayern-gegen-freiburg-2004-bundesliga-677717/spielinfo
1,25092004BochBrem,2004-05,"Samstag, 25.09.2004",Bochum ,Bremen ,1,4,0,0,/bochum-gegen-bremen-2004-bundesliga-677718/spielinfo
2,25092004HannScha,2004-05,"Samstag, 25.09.2004",Hannover ,Schalke ,1,0,0,0,/hannover-gegen-schalke-2004-bundesliga-677719/spielinfo
3,25092004MglRost,2004-05,"Samstag, 25.09.2004",M'gladbach ,Rostock ,2,2,2,0,/mgladbach-gegen-rostock-2004-bundesliga-677720/spielinfo
4,25092004WolfKla,2004-05,"Samstag, 25.09.2004",Wolfsburg ,K'lautern ,2,1,1,0,/wolfsburg-gegen-klautern-2004-bundesliga-677721/spielinfo
5,25092004StutLeve,2004-05,"Samstag, 25.09.2004",Stuttgart ,Leverkusen ,3,0,2,0,/stuttgart-gegen-leverkusen-2004-bundesliga-677723/spielinfo
6,25092004NürnBiel,2004-05,"Samstag, 25.09.2004",Nürnberg ,Bielefeld ,1,2,0,1,/nuernberg-gegen-bielefeld-2004-bundesliga-677724/spielinfo
7,26092004MainDort,2004-05,"Sonntag, 26.09.2004",Mainz ,Dortmund ,1,1,0,1,/mainz-gegen-dortmund-2004-bundesliga-677716/spielinfo
8,26092004HSV Hert,2004-05,"Sonntag, 26.09.2004",HSV ,Hertha ,2,1,1,1,/hsv-gegen-hertha-2004-bundesliga-677722/spielinfo
9,28092004HannBiel,2004-05,"Dienstag, 28.09.2004",Hannover ,Bielefeld ,0,1,0,0,/hannover-gegen-bielefeld-2004-bundesliga-677683/spielinfo
