,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15042008RostBrem,2007-08,"Dienstag, 15.04.2008",Rostock ,Bremen ,1,2,0,0,/rostock-gegen-bremen-2008-bundesliga-807813/spielinfo
1,15042008HertHSV ,2007-08,"Dienstag, 15.04.2008",Hertha ,HSV ,0,0,0,0,/hertha-gegen-hsv-2008-bundesliga-807817/spielinfo
2,15042008WolfBoch,2007-08,"Dienstag, 15.04.2008",Wolfsburg ,Bochum ,0,1,0,0,/wolfsburg-gegen-bochum-2008-bundesliga-807818/spielinfo
3,15042008SchaCott,2007-08,"Dienstag, 15.04.2008",Schalke ,Cottbus ,5,0,3,0,/schalke-gegen-cottbus-2008-bundesliga-807820/spielinfo
4,16042008FranBaye,2007-08,"Mittwoch, 16.04.2008",Frankfurt ,Bayern ,1,3,1,0,/frankfurt-gegen-bayern-2008-bundesliga-807814/spielinfo
5,16042008BielLeve,2007-08,"Mittwoch, 16.04.2008",Bielefeld ,Leverkusen ,1,0,0,0,/bielefeld-gegen-leverkusen-2008-bundesliga-807815/spielinfo
6,16042008StutNürn,2007-08,"Mittwoch, 16.04.2008",Stuttgart ,Nürnberg ,3,0,3,0,/stuttgart-gegen-nuernberg-2008-bundesliga-807816/spielinfo
7,16042008DortHann,2007-08,"Mittwoch, 16.04.2008",Dortmund ,Hannover ,1,3,0,2,/dortmund-gegen-hannover-2008-bundesliga-807819/spielinfo
8,16042008DuisKarl,2007-08,"Mittwoch, 16.04.2008",Duisburg ,Karlsruhe ,0,1,0,0,/duisburg-gegen-karlsruhe-2008-bundesliga-807821/spielinfo
9,20042008NürnWolf,2007-08,"Sonntag, 20.04.2008",Nürnberg ,Wolfsburg ,1,0,0,0,/nuernberg-gegen-wolfsburg-2008-bundesliga-853639/spielinfo
