,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,22041986BremBaye,1985-86,"Dienstag, 22.04.1986",Bremen ,Bayern ,0,0,0,0,/bremen-gegen-bayern-1986-bundesliga-13724/spielinfo
1,22041986DüssNürn,1985-86,"Dienstag, 22.04.1986",Düsseldorf ,Nürnberg ,2,1,2,0,/duesseldorf-gegen-nuernberg-1986-bundesliga-13725/spielinfo
2,22041986MannKöln,1985-86,"Dienstag, 22.04.1986",Mannheim ,Köln ,1,1,1,0,/mannheim-gegen-koeln-1986-bundesliga-13726/spielinfo
3,22041986BochHSV ,1985-86,"Dienstag, 22.04.1986",Bochum ,HSV ,2,0,1,0,/bochum-gegen-hsv-1986-bundesliga-13727/spielinfo
4,22041986FranSaar,1985-86,"Dienstag, 22.04.1986",Frankfurt ,Saarbrücken ,1,3,0,1,/frankfurt-gegen-saarbruecken-1986-bundesliga-13728/spielinfo
5,22041986KlaHann,1985-86,"Dienstag, 22.04.1986",K'lautern ,Hannover ,1,0,1,0,/klautern-gegen-hannover-1986-bundesliga-13729/spielinfo
6,22041986DortScha,1985-86,"Dienstag, 22.04.1986",Dortmund ,Schalke ,1,1,0,1,/dortmund-gegen-schalke-1986-bundesliga-13730/spielinfo
7,22041986LeveStut,1985-86,"Dienstag, 22.04.1986",Leverkusen ,Stuttgart ,2,1,0,1,/leverkusen-gegen-stuttgart-1986-bundesliga-13731/spielinfo
8,22041986MglUerd,1985-86,"Dienstag, 22.04.1986",M'gladbach ,Uerdingen ,1,2,0,0,/mgladbach-gegen-uerdingen-1986-bundesliga-13732/spielinfo
9,24041986UerdFran,1985-86,"Donnerstag, 24.04.1986",Uerdingen ,Frankfurt ,1,0,1,0,/uerdingen-gegen-frankfurt-1986-bundesliga-13639/spielinfo
