,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,08081989DüssFran,1989-90,"Dienstag, 08.08.1989",Düsseldorf ,Frankfurt ,1,2,0,1,/duesseldorf-gegen-frankfurt-1989-bundesliga-12234/spielinfo
1,09081989BayeFC H,1989-90,"Mittwoch, 09.08.1989",Bayern ,FC Homburg ,1,0,0,0,/bayern-gegen-fc-homburg-1989-bundesliga-12242/spielinfo
2,11081989KlaKarl,1989-90,"Freitag, 11.08.1989",K'lautern ,Karlsruhe ,5,1,1,0,/klautern-gegen-karlsruhe-1989-bundesliga-12239/spielinfo
3,12081989UerdKöln,1989-90,"Samstag, 12.08.1989",Uerdingen ,Köln ,2,3,0,1,/uerdingen-gegen-koeln-1989-bundesliga-12235/spielinfo
4,12081989BremDort,1989-90,"Samstag, 12.08.1989",Bremen ,Dortmund ,2,0,2,0,/bremen-gegen-dortmund-1989-bundesliga-12236/spielinfo
5,12081989BochHSV ,1989-90,"Samstag, 12.08.1989",Bochum ,HSV ,3,1,1,0,/bochum-gegen-hsv-1989-bundesliga-12237/spielinfo
6,12081989St. Nürn,1989-90,"Samstag, 12.08.1989",St. Pauli ,Nürnberg ,0,1,0,0,/st-pauli-gegen-nuernberg-1989-bundesliga-12238/spielinfo
7,12081989LeveMgl,1989-90,"Samstag, 12.08.1989",Leverkusen ,M'gladbach ,0,0,0,0,/leverkusen-gegen-mgladbach-1989-bundesliga-12240/spielinfo
8,12081989StutMann,1989-90,"Samstag, 12.08.1989",Stuttgart ,Mannheim ,1,0,0,0,/stuttgart-gegen-mannheim-1989-bundesliga-12241/spielinfo
9,09081989KölnStut,1989-90,"Mittwoch, 09.08.1989",Köln ,Stuttgart ,0,0,0,0,/koeln-gegen-stuttgart-1989-bundesliga-12233/spielinfo
