,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,22111991BochStg.,1991-92,"Freitag, 22.11.1991",Bochum ,Stg. Kickers ,2,2,1,0,/bochum-gegen-stg-kickers-1991-bundesliga-11699/spielinfo
1,22111991MglWatt,1991-92,"Freitag, 22.11.1991",M'gladbach ,Wattenscheid ,1,0,1,0,/mgladbach-gegen-wattenscheid-1991-bundesliga-11702/spielinfo
2,23111991DortDuis,1991-92,"Samstag, 23.11.1991",Dortmund ,Duisburg ,2,1,1,1,/dortmund-gegen-duisburg-1991-bundesliga-11704/spielinfo
3,23111991BayeKarl,1991-92,"Samstag, 23.11.1991",Bayern ,Karlsruhe ,1,0,1,0,/bayern-gegen-karlsruhe-1991-bundesliga-11706/spielinfo
4,23111991NürnBrem,1991-92,"Samstag, 23.11.1991",Nürnberg ,Bremen ,1,0,1,0,/nuernberg-gegen-bremen-1991-bundesliga-11708/spielinfo
5,23111991FranRost,1991-92,"Samstag, 23.11.1991",Frankfurt ,Rostock ,2,0,0,0,/frankfurt-gegen-rostock-1991-bundesliga-11710/spielinfo
6,23111991HSV Düss,1991-92,"Samstag, 23.11.1991",HSV ,Düsseldorf ,1,1,0,0,/hsv-gegen-duesseldorf-1991-bundesliga-11712/spielinfo
7,23111991KlaScha,1991-92,"Samstag, 23.11.1991",K'lautern ,Schalke ,1,1,1,1,/klautern-gegen-schalke-1991-bundesliga-11715/spielinfo
8,23111991StutLeve,1991-92,"Samstag, 23.11.1991",Stuttgart ,Leverkusen ,2,0,0,0,/stuttgart-gegen-leverkusen-1991-bundesliga-11717/spielinfo
9,10121991KölnDres,1991-92,"Dienstag, 10.12.1991",Köln ,Dresden ,1,1,1,1,/koeln-gegen-dresden-1991-bundesliga-11720/spielinfo
