,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,23101992WattSaar,1992-93,"Freitag, 23.10.1992",Wattenscheid ,Saarbrücken ,3,1,2,0,/wattenscheid-gegen-saarbruecken-1992-bundesliga-11318/spielinfo
1,23101992DresNürn,1992-93,"Freitag, 23.10.1992",Dresden ,Nürnberg ,1,2,0,1,/dresden-gegen-nuernberg-1992-bundesliga-11321/spielinfo
2,23101992HSV Scha,1992-93,"Freitag, 23.10.1992",HSV ,Schalke ,1,2,0,0,/hsv-gegen-schalke-1992-bundesliga-11322/spielinfo
3,24101992FranLeve,1992-93,"Samstag, 24.10.1992",Frankfurt ,Leverkusen ,2,2,2,2,/frankfurt-gegen-leverkusen-1992-bundesliga-11314/spielinfo
4,24101992KlaKarl,1992-93,"Samstag, 24.10.1992",K'lautern ,Karlsruhe ,2,3,1,1,/klautern-gegen-karlsruhe-1992-bundesliga-11315/spielinfo
5,24101992UerdBoch,1992-93,"Samstag, 24.10.1992",Uerdingen ,Bochum ,2,1,1,1,/uerdingen-gegen-bochum-1992-bundesliga-11316/spielinfo
6,24101992DortMgl,1992-93,"Samstag, 24.10.1992",Dortmund ,M'gladbach ,4,1,3,0,/dortmund-gegen-mgladbach-1992-bundesliga-11317/spielinfo
7,24101992BayeBrem,1992-93,"Samstag, 24.10.1992",Bayern ,Bremen ,1,3,0,1,/bayern-gegen-bremen-1992-bundesliga-11319/spielinfo
8,24101992KölnStut,1992-93,"Samstag, 24.10.1992",Köln ,Stuttgart ,3,1,2,0,/koeln-gegen-stuttgart-1992-bundesliga-11320/spielinfo
9,27101992FranBaye,1992-93,"Dienstag, 27.10.1992",Frankfurt ,Bayern ,1,1,0,0,/frankfurt-gegen-bayern-1992-bundesliga-11242/spielinfo
