,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15031991HSV Brem,1990-91,"Freitag, 15.03.1991",HSV ,Bremen ,3,2,2,0,/hsv-gegen-bremen-1991-bundesliga-12090/spielinfo
1,15031991BayeKarl,1990-91,"Freitag, 15.03.1991",Bayern ,Karlsruhe ,3,0,1,0,/bayern-gegen-karlsruhe-1991-bundesliga-12091/spielinfo
2,15031991WattLeve,1990-91,"Freitag, 15.03.1991",Wattenscheid ,Leverkusen ,1,2,1,0,/wattenscheid-gegen-leverkusen-1991-bundesliga-12092/spielinfo
3,16031991NürnStut,1990-91,"Samstag, 16.03.1991",Nürnberg ,Stuttgart ,0,1,0,0,/nuernberg-gegen-stuttgart-1991-bundesliga-12093/spielinfo
4,16031991HertKla,1990-91,"Samstag, 16.03.1991",Hertha ,K'lautern ,0,2,0,1,/hertha-gegen-klautern-1991-bundesliga-12094/spielinfo
5,16031991KölnMgl,1990-91,"Samstag, 16.03.1991",Köln ,M'gladbach ,1,3,1,2,/koeln-gegen-mgladbach-1991-bundesliga-12095/spielinfo
6,16031991DortDüss,1990-91,"Samstag, 16.03.1991",Dortmund ,Düsseldorf ,1,1,0,1,/dortmund-gegen-duesseldorf-1991-bundesliga-12096/spielinfo
7,16031991FranBoch,1990-91,"Samstag, 16.03.1991",Frankfurt ,Bochum ,1,1,1,1,/frankfurt-gegen-bochum-1991-bundesliga-12097/spielinfo
8,16031991UerdSt. ,1990-91,"Samstag, 16.03.1991",Uerdingen ,St. Pauli ,2,0,0,0,/uerdingen-gegen-st-pauli-1991-bundesliga-12098/spielinfo
9,19031991KlaKöln,1990-91,"Dienstag, 19.03.1991",K'lautern ,Köln ,2,2,0,2,/klautern-gegen-koeln-1991-bundesliga-12057/spielinfo
10,19031991KarlHSV ,1990-91,"Dienstag, 19.03.1991",Karlsruhe ,HSV ,2,2,2,0,/karlsruhe-gegen-hsv-1991-bundesliga-12058/spielinfo
11,19031991LeveHert,1990-91,"Dienstag, 19.03.1991",Leverkusen ,Hertha ,3,1,1,0,/leverkusen-gegen-hertha-1991-bundesliga-12060/spielinfo
