,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,21041979BayeKöln,1978-79,"Samstag, 21.04.1979",Bayern ,Köln ,5,1,4,0,/bayern-gegen-koeln-1979-bundesliga-15821/spielinfo
1,21041979BremStut,1978-79,"Samstag, 21.04.1979",Bremen ,Stuttgart ,0,2,0,2,/bremen-gegen-stuttgart-1979-bundesliga-15822/spielinfo
2,21041979BrauBoch,1978-79,"Samstag, 21.04.1979",Braunschweig ,Bochum ,1,0,0,0,/braunschweig-gegen-bochum-1979-bundesliga-15823/spielinfo
3,21041979DortHSV ,1978-79,"Samstag, 21.04.1979",Dortmund ,HSV ,1,3,1,1,/dortmund-gegen-hsv-1979-bundesliga-15824/spielinfo
4,21041979DuisDüss,1978-79,"Samstag, 21.04.1979",Duisburg ,Düsseldorf ,1,2,0,1,/duisburg-gegen-duesseldorf-1979-bundesliga-15825/spielinfo
5,21041979SchaNürn,1978-79,"Samstag, 21.04.1979",Schalke ,Nürnberg ,0,0,0,0,/schalke-gegen-nuernberg-1979-bundesliga-15826/spielinfo
6,21041979FranKla,1978-79,"Samstag, 21.04.1979",Frankfurt ,K'lautern ,2,2,1,2,/frankfurt-gegen-klautern-1979-bundesliga-15827/spielinfo
7,21041979MglHert,1978-79,"Samstag, 21.04.1979",M'gladbach ,Hertha ,0,2,0,1,/mgladbach-gegen-hertha-1979-bundesliga-15828/spielinfo
8,21041979BielDarm,1978-79,"Samstag, 21.04.1979",Bielefeld ,Darmstadt ,5,0,2,0,/bielefeld-gegen-darmstadt-1979-bundesliga-15829/spielinfo
9,28041979SchaMgl,1978-79,"Samstag, 28.04.1979",Schalke ,M'gladbach ,1,1,1,1,/schalke-gegen-mgladbach-1979-bundesliga-15753/spielinfo
