,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,10041981DortBoch,1980-81,"Freitag, 10.04.1981",Dortmund ,Bochum ,1,3,0,2,/dortmund-gegen-bochum-1981-bundesliga-15207/spielinfo
1,11041981Düss1860,1980-81,"Samstag, 11.04.1981",Düsseldorf ,1860 München ,2,1,1,1,/duesseldorf-gegen-muenchen-1981-bundesliga-15200/spielinfo
2,11041981SchaHSV ,1980-81,"Samstag, 11.04.1981",Schalke ,HSV ,2,1,1,0,/schalke-gegen-hsv-1981-bundesliga-15201/spielinfo
3,11041981BielStut,1980-81,"Samstag, 11.04.1981",Bielefeld ,Stuttgart ,1,0,0,0,/bielefeld-gegen-stuttgart-1981-bundesliga-15202/spielinfo
4,11041981FranKöln,1980-81,"Samstag, 11.04.1981",Frankfurt ,Köln ,4,0,2,0,/frankfurt-gegen-koeln-1981-bundesliga-15203/spielinfo
5,11041981MglKla,1980-81,"Samstag, 11.04.1981",M'gladbach ,K'lautern ,1,0,0,0,/mgladbach-gegen-klautern-1981-bundesliga-15204/spielinfo
6,11041981UerdNürn,1980-81,"Samstag, 11.04.1981",Uerdingen ,Nürnberg ,3,2,2,1,/uerdingen-gegen-nuernberg-1981-bundesliga-15205/spielinfo
7,11041981BayeDuis,1980-81,"Samstag, 11.04.1981",Bayern ,Duisburg ,5,1,2,1,/bayern-gegen-duisburg-1981-bundesliga-15206/spielinfo
8,11041981LeveKarl,1980-81,"Samstag, 11.04.1981",Leverkusen ,Karlsruhe ,3,0,2,0,/leverkusen-gegen-karlsruhe-1981-bundesliga-15208/spielinfo
9,14041981KlaFran,1980-81,"Dienstag, 14.04.1981",K'lautern ,Frankfurt ,2,0,0,0,/klautern-gegen-frankfurt-1981-bundesliga-15193/spielinfo
