,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,21011967Brau1860,1966-67,"Samstag, 21.01.1967",Braunschweig ,1860 München ,1,0,0,0,/braunschweig-gegen-muenchen-1967-bundesliga-19398/spielinfo
1,21011967BayeDüss,1966-67,"Samstag, 21.01.1967",Bayern ,Düsseldorf ,1,2,1,1,/bayern-gegen-duesseldorf-1967-bundesliga-19399/spielinfo
2,21011967StutBrem,1966-67,"Samstag, 21.01.1967",Stuttgart ,Bremen ,1,1,1,0,/stuttgart-gegen-bremen-1967-bundesliga-19400/spielinfo
3,21011967HSV Karl,1966-67,"Samstag, 21.01.1967",HSV ,Karlsruhe ,1,0,0,0,/hsv-gegen-karlsruhe-1967-bundesliga-19401/spielinfo
4,21011967DuisNürn,1966-67,"Samstag, 21.01.1967",Duisburg ,Nürnberg ,2,0,1,0,/duisburg-gegen-nuernberg-1967-bundesliga-19402/spielinfo
5,21011967KlaMgl,1966-67,"Samstag, 21.01.1967",K'lautern ,M'gladbach ,1,0,0,0,/klautern-gegen-mgladbach-1967-bundesliga-19403/spielinfo
6,21011967SchaEsse,1966-67,"Samstag, 21.01.1967",Schalke ,Essen ,1,1,1,0,/schalke-gegen-essen-1967-bundesliga-19404/spielinfo
7,21011967KölnFran,1966-67,"Samstag, 21.01.1967",Köln ,Frankfurt ,1,4,1,2,/koeln-gegen-frankfurt-1967-bundesliga-19405/spielinfo
8,21011967DortHann,1966-67,"Samstag, 21.01.1967",Dortmund ,Hannover ,3,0,1,0,/dortmund-gegen-hannover-1967-bundesliga-19406/spielinfo
