,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,09091977BremSaar,1977-78,"Freitag, 09.09.1977",Bremen ,Saarbrücken ,1,1,1,1,/bremen-gegen-saarbruecken-1977-bundesliga-15929/spielinfo
1,09091977FranDuis,1977-78,"Freitag, 09.09.1977",Frankfurt ,Duisburg ,3,1,2,1,/frankfurt-gegen-duisburg-1977-bundesliga-15930/spielinfo
2,10091977DüssHSV ,1977-78,"Samstag, 10.09.1977",Düsseldorf ,HSV ,3,1,1,0,/duesseldorf-gegen-hsv-1977-bundesliga-15931/spielinfo
3,10091977St. Dort,1977-78,"Samstag, 10.09.1977",St. Pauli ,Dortmund ,3,6,0,3,/st-pauli-gegen-dortmund-1977-bundesliga-15932/spielinfo
4,10091977StutMgl,1977-78,"Samstag, 10.09.1977",Stuttgart ,M'gladbach ,2,0,0,0,/stuttgart-gegen-mgladbach-1977-bundesliga-15933/spielinfo
5,10091977KlaHert,1977-78,"Samstag, 10.09.1977",K'lautern ,Hertha ,2,0,1,0,/klautern-gegen-hertha-1977-bundesliga-15934/spielinfo
6,10091977BayeBrau,1977-78,"Samstag, 10.09.1977",Bayern ,Braunschweig ,3,2,2,1,/bayern-gegen-braunschweig-1977-bundesliga-15935/spielinfo
7,10091977KölnScha,1977-78,"Samstag, 10.09.1977",Köln ,Schalke ,2,4,1,1,/koeln-gegen-schalke-1977-bundesliga-15936/spielinfo
8,10091977Boch1860,1977-78,"Samstag, 10.09.1977",Bochum ,1860 München ,2,0,2,0,/bochum-gegen-muenchen-1977-bundesliga-15937/spielinfo
9,13091977DüssSaar,1977-78,"Dienstag, 13.09.1977",Düsseldorf ,Saarbrücken ,2,1,1,1,/duesseldorf-gegen-saarbruecken-1977-bundesliga-15911/spielinfo
