,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,03051985BrauKla,1984-85,"Freitag, 03.05.1985",Braunschweig ,K'lautern ,2,1,1,1,/braunschweig-gegen-klautern-1985-bundesliga-13997/spielinfo
1,03051985UerdBoch,1984-85,"Freitag, 03.05.1985",Uerdingen ,Bochum ,3,1,1,1,/uerdingen-gegen-bochum-1985-bundesliga-14000/spielinfo
2,04051985KölnHSV ,1984-85,"Samstag, 04.05.1985",Köln ,HSV ,2,1,0,1,/koeln-gegen-hsv-1985-bundesliga-13994/spielinfo
3,04051985MannFran,1984-85,"Samstag, 04.05.1985",Mannheim ,Frankfurt ,3,1,2,0,/mannheim-gegen-frankfurt-1985-bundesliga-13995/spielinfo
4,04051985DortDüss,1984-85,"Samstag, 04.05.1985",Dortmund ,Düsseldorf ,1,2,1,1,/dortmund-gegen-duesseldorf-1985-bundesliga-13996/spielinfo
5,04051985BielKarl,1984-85,"Samstag, 04.05.1985",Bielefeld ,Karlsruhe ,4,1,2,1,/bielefeld-gegen-karlsruhe-1985-bundesliga-13998/spielinfo
6,04051985BremLeve,1984-85,"Samstag, 04.05.1985",Bremen ,Leverkusen ,2,2,2,0,/bremen-gegen-leverkusen-1985-bundesliga-13999/spielinfo
7,04051985BayeMgl,1984-85,"Samstag, 04.05.1985",Bayern ,M'gladbach ,4,0,1,0,/bayern-gegen-mgladbach-1985-bundesliga-14001/spielinfo
8,04051985StutScha,1984-85,"Samstag, 04.05.1985",Stuttgart ,Schalke ,1,0,0,0,/stuttgart-gegen-schalke-1985-bundesliga-14002/spielinfo
9,07051985KlaHSV ,1984-85,"Dienstag, 07.05.1985",K'lautern ,HSV ,1,1,1,0,/klautern-gegen-hsv-1985-bundesliga-13940/spielinfo
