,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,11041970Brau1860,1969-70,"Samstag, 11.04.1970",Braunschweig ,1860 München ,2,2,1,2,/braunschweig-gegen-muenchen-1970-bundesliga-18579/spielinfo
1,11041970BayeHann,1969-70,"Samstag, 11.04.1970",Bayern ,Hannover ,7,2,4,1,/bayern-gegen-hannover-1970-bundesliga-18580/spielinfo
2,11041970BremDuis,1969-70,"Samstag, 11.04.1970",Bremen ,Duisburg ,0,0,0,0,/bremen-gegen-duisburg-1970-bundesliga-18581/spielinfo
3,11041970OberEsse,1969-70,"Samstag, 11.04.1970",Oberhausen ,Essen ,1,1,1,0,/oberhausen-gegen-essen-1970-bundesliga-18582/spielinfo
4,11041970SchaHSV ,1969-70,"Samstag, 11.04.1970",Schalke ,HSV ,1,1,0,0,/schalke-gegen-hsv-1970-bundesliga-18583/spielinfo
5,11041970DortAach,1969-70,"Samstag, 11.04.1970",Dortmund ,Aachen ,3,1,3,1,/dortmund-gegen-aachen-1970-bundesliga-18584/spielinfo
6,11041970MglKöln,1969-70,"Samstag, 11.04.1970",M'gladbach ,Köln ,2,0,1,0,/mgladbach-gegen-koeln-1970-bundesliga-18585/spielinfo
7,11041970KlaHert,1969-70,"Samstag, 11.04.1970",K'lautern ,Hertha ,1,0,0,0,/klautern-gegen-hertha-1970-bundesliga-18586/spielinfo
8,11041970FranStut,1969-70,"Samstag, 11.04.1970",Frankfurt ,Stuttgart ,4,0,1,0,/frankfurt-gegen-stuttgart-1970-bundesliga-18587/spielinfo
9,14041970HSV Brem,1969-70,"Dienstag, 14.04.1970",HSV ,Bremen ,2,2,0,0,/hsv-gegen-bremen-1970-bundesliga-18493/spielinfo
10,14041970DuisKöln,1969-70,"Dienstag, 14.04.1970",Duisburg ,Köln ,1,1,1,0,/duisburg-gegen-koeln-1970-bundesliga-18482/spielinfo
11,15041970DortFran,1969-70,"Mittwoch, 15.04.1970",Dortmund ,Frankfurt ,2,1,1,1,/dortmund-gegen-frankfurt-1970-bundesliga-18522/spielinfo
12,15041970EsseBrau,1969-70,"Mittwoch, 15.04.1970",Essen ,Braunschweig ,1,1,1,1,/essen-gegen-braunschweig-1970-bundesliga-18558/spielinfo
13,15041970AachKla,1969-70,"Mittwoch, 15.04.1970",Aachen ,K'lautern ,1,1,0,1,/aachen-gegen-klautern-1970-bundesliga-18576/spielinfo
14,15041970BayeMgl,1969-70,"Mittwoch, 15.04.1970",Bayern ,M'gladbach ,1,0,1,0,/bayern-gegen-mgladbach-1970-bundesliga-18472/spielinfo
