,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,180319671860Baye,1966-67,"Samstag, 18.03.1967",1860 München ,Bayern ,1,0,1,0,/muenchen-gegen-bayern-1967-bundesliga-19461/spielinfo
1,18031967BremDüss,1966-67,"Samstag, 18.03.1967",Bremen ,Düsseldorf ,1,0,1,0,/bremen-gegen-duesseldorf-1967-bundesliga-19462/spielinfo
2,18031967BrauHSV ,1966-67,"Samstag, 18.03.1967",Braunschweig ,HSV ,2,0,2,0,/braunschweig-gegen-hsv-1967-bundesliga-19463/spielinfo
3,18031967NürnHann,1966-67,"Samstag, 18.03.1967",Nürnberg ,Hannover ,1,1,0,1,/nuernberg-gegen-hannover-1967-bundesliga-19464/spielinfo
4,18031967StutKla,1966-67,"Samstag, 18.03.1967",Stuttgart ,K'lautern ,0,1,0,0,/stuttgart-gegen-klautern-1967-bundesliga-19465/spielinfo
5,18031967EsseKarl,1966-67,"Samstag, 18.03.1967",Essen ,Karlsruhe ,3,1,1,0,/essen-gegen-karlsruhe-1967-bundesliga-19466/spielinfo
6,18031967DuisScha,1966-67,"Samstag, 18.03.1967",Duisburg ,Schalke ,3,0,1,0,/duisburg-gegen-schalke-1967-bundesliga-19467/spielinfo
7,18031967FranMgl,1966-67,"Samstag, 18.03.1967",Frankfurt ,M'gladbach ,1,0,0,0,/frankfurt-gegen-mgladbach-1967-bundesliga-19468/spielinfo
8,18031967KölnDort,1966-67,"Samstag, 18.03.1967",Köln ,Dortmund ,1,1,1,1,/koeln-gegen-dortmund-1967-bundesliga-19469/spielinfo
9,25031967KölnNürn,1966-67,"Samstag, 25.03.1967",Köln ,Nürnberg ,2,0,1,0,/koeln-gegen-nuernberg-1967-bundesliga-19373/spielinfo
