,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,18031983NürnScha,1982-83,"Freitag, 18.03.1983",Nürnberg ,Schalke ,3,2,2,1,/nuernberg-gegen-schalke-1983-bundesliga-14574/spielinfo
1,18031983BremDort,1982-83,"Freitag, 18.03.1983",Bremen ,Dortmund ,4,2,2,1,/bremen-gegen-dortmund-1983-bundesliga-14575/spielinfo
2,19031983KarlKöln,1982-83,"Samstag, 19.03.1983",Karlsruhe ,Köln ,1,1,0,1,/karlsruhe-gegen-koeln-1983-bundesliga-14569/spielinfo
3,19031983FranMgl,1982-83,"Samstag, 19.03.1983",Frankfurt ,M'gladbach ,3,0,2,0,/frankfurt-gegen-mgladbach-1983-bundesliga-14571/spielinfo
4,19031983BochHSV ,1982-83,"Samstag, 19.03.1983",Bochum ,HSV ,1,1,0,1,/bochum-gegen-hsv-1983-bundesliga-14572/spielinfo
5,19031983BrauBaye,1982-83,"Samstag, 19.03.1983",Braunschweig ,Bayern ,1,1,1,1,/braunschweig-gegen-bayern-1983-bundesliga-14573/spielinfo
6,19031983DüssKla,1982-83,"Samstag, 19.03.1983",Düsseldorf ,K'lautern ,2,1,1,1,/duesseldorf-gegen-klautern-1983-bundesliga-14576/spielinfo
7,19031983LeveHert,1982-83,"Samstag, 19.03.1983",Leverkusen ,Hertha ,2,1,2,1,/leverkusen-gegen-hertha-1983-bundesliga-14577/spielinfo
8,03051983BielStut,1982-83,"Dienstag, 03.05.1983",Bielefeld ,Stuttgart ,2,2,0,0,/bielefeld-gegen-stuttgart-1983-bundesliga-14570/spielinfo
9,22031983BremStut,1982-83,"Dienstag, 22.03.1983",Bremen ,Stuttgart ,3,2,2,0,/bremen-gegen-stuttgart-1983-bundesliga-14534/spielinfo
10,22031983KölnNürn,1982-83,"Dienstag, 22.03.1983",Köln ,Nürnberg ,5,2,3,1,/koeln-gegen-nuernberg-1983-bundesliga-14546/spielinfo
11,22031983SchaBrau,1982-83,"Dienstag, 22.03.1983",Schalke ,Braunschweig ,3,3,1,1,/schalke-gegen-braunschweig-1983-bundesliga-14568/spielinfo
