,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,02032001DortFran,2000-01,"Freitag, 02.03.2001",Dortmund ,Frankfurt ,6,1,1,0,/dortmund-gegen-frankfurt-2001-bundesliga-520219/spielinfo
1,03032001RostBaye,2000-01,"Samstag, 03.03.2001",Rostock ,Bayern ,3,2,1,1,/rostock-gegen-bayern-2001-bundesliga-520215/spielinfo
2,03032001CottKla,2000-01,"Samstag, 03.03.2001",Cottbus ,K'lautern ,0,2,0,0,/cottbus-gegen-klautern-2001-bundesliga-520216/spielinfo
3,03032001BremFrei,2000-01,"Samstag, 03.03.2001",Bremen ,Freiburg ,3,1,2,0,/bremen-gegen-freiburg-2001-bundesliga-520218/spielinfo
4,03032001StutWolf,2000-01,"Samstag, 03.03.2001",Stuttgart ,Wolfsburg ,2,1,1,0,/stuttgart-gegen-wolfsburg-2001-bundesliga-520220/spielinfo
5,03032001UnteBoch,2000-01,"Samstag, 03.03.2001",Unterhaching ,Bochum ,2,1,1,1,/unterhaching-gegen-bochum-2001-bundesliga-520221/spielinfo
6,03032001KölnHert,2000-01,"Samstag, 03.03.2001",Köln ,Hertha ,1,0,0,0,/koeln-gegen-hertha-2001-bundesliga-520222/spielinfo
7,040320011860Leve,2000-01,"Sonntag, 04.03.2001",1860 München ,Leverkusen ,1,0,0,0,/muenchen-gegen-leverkusen-2001-bundesliga-520217/spielinfo
8,04032001SchaHSV ,2000-01,"Sonntag, 04.03.2001",Schalke ,HSV ,0,1,0,0,/schalke-gegen-hsv-2001-bundesliga-520223/spielinfo
9,07032001HertUnte,2000-01,"Mittwoch, 07.03.2001",Hertha ,Unterhaching ,2,1,0,0,/hertha-gegen-unterhaching-2001-bundesliga-520209/spielinfo
