,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,11031988LeveKöln,1987-88,"Freitag, 11.03.1988",Leverkusen ,Köln ,1,1,1,1,/leverkusen-gegen-koeln-1988-bundesliga-13027/spielinfo
1,11031988KlaKarl,1987-88,"Freitag, 11.03.1988",K'lautern ,Karlsruhe ,1,1,0,1,/klautern-gegen-karlsruhe-1988-bundesliga-13032/spielinfo
2,12031988DortFran,1987-88,"Samstag, 12.03.1988",Dortmund ,Frankfurt ,3,1,0,1,/dortmund-gegen-frankfurt-1988-bundesliga-13028/spielinfo
3,12031988BayeMgl,1987-88,"Samstag, 12.03.1988",Bayern ,M'gladbach ,1,0,0,0,/bayern-gegen-mgladbach-1988-bundesliga-13029/spielinfo
4,12031988MannNürn,1987-88,"Samstag, 12.03.1988",Mannheim ,Nürnberg ,0,1,0,1,/mannheim-gegen-nuernberg-1988-bundesliga-13030/spielinfo
5,12031988HSV FC H,1987-88,"Samstag, 12.03.1988",HSV ,FC Homburg ,2,1,1,1,/hsv-gegen-fc-homburg-1988-bundesliga-13031/spielinfo
6,12031988StutBrem,1987-88,"Samstag, 12.03.1988",Stuttgart ,Bremen ,1,0,0,0,/stuttgart-gegen-bremen-1988-bundesliga-13034/spielinfo
7,19041988UerdScha,1987-88,"Dienstag, 19.04.1988",Uerdingen ,Schalke ,5,2,3,1,/uerdingen-gegen-schalke-1988-bundesliga-13026/spielinfo
8,19041988BochHann,1987-88,"Dienstag, 19.04.1988",Bochum ,Hannover ,1,1,0,0,/bochum-gegen-hannover-1988-bundesliga-13033/spielinfo
9,15031988StutFran,1987-88,"Dienstag, 15.03.1988",Stuttgart ,Frankfurt ,1,0,0,0,/stuttgart-gegen-frankfurt-1988-bundesliga-13008/spielinfo
10,15031988KarlHann,1987-88,"Dienstag, 15.03.1988",Karlsruhe ,Hannover ,2,1,0,0,/karlsruhe-gegen-hannover-1988-bundesliga-13015/spielinfo
