,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,17011970OberKla,1969-70,"Samstag, 17.01.1970",Oberhausen ,K'lautern ,0,0,0,0,/oberhausen-gegen-klautern-1970-bundesliga-18474/spielinfo
1,17011970AachEsse,1969-70,"Samstag, 17.01.1970",Aachen ,Essen ,0,0,0,0,/aachen-gegen-essen-1970-bundesliga-18478/spielinfo
2,17011970SchaFran,1969-70,"Samstag, 17.01.1970",Schalke ,Frankfurt ,0,0,0,0,/schalke-gegen-frankfurt-1970-bundesliga-18479/spielinfo
3,03031970HannBrau,1969-70,"Dienstag, 03.03.1970",Hannover ,Braunschweig ,0,2,0,0,/hannover-gegen-braunschweig-1970-bundesliga-18477/spielinfo
4,17031970HSV Dort,1969-70,"Dienstag, 17.03.1970",HSV ,Dortmund ,4,3,1,2,/hsv-gegen-dortmund-1970-bundesliga-18476/spielinfo
5,17031970StutDuis,1969-70,"Dienstag, 17.03.1970",Stuttgart ,Duisburg ,4,3,1,0,/stuttgart-gegen-duisburg-1970-bundesliga-18473/spielinfo
6,17031970KölnBrem,1969-70,"Dienstag, 17.03.1970",Köln ,Bremen ,3,0,2,0,/koeln-gegen-bremen-1970-bundesliga-18475/spielinfo
7,25031970Hert1860,1969-70,"Mittwoch, 25.03.1970",Hertha ,1860 München ,4,2,3,2,/hertha-gegen-muenchen-1970-bundesliga-18471/spielinfo
8,15041970BayeMgl,1969-70,"Mittwoch, 15.04.1970",Bayern ,M'gladbach ,1,0,1,0,/bayern-gegen-mgladbach-1970-bundesliga-18472/spielinfo
