,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,07052021StutAugs,2020-21,"Freitag, 07.05.2021",Stuttgart ,Augsburg ,2,1,1,0,/stuttgart-gegen-augsburg-2021-bundesliga-4667344/spielinfo
1,08052021DortLeip,2020-21,"Samstag, 08.05.2021",Dortmund ,Leipzig ,3,2,1,0,/dortmund-gegen-leipzig-2021-bundesliga-4667337/spielinfo
2,08052021HoffScha,2020-21,"Samstag, 08.05.2021",Hoffenheim ,Schalke ,4,2,0,2,/hoffenheim-gegen-schalke-2021-bundesliga-4667338/spielinfo
3,08052021WolfUnio,2020-21,"Samstag, 08.05.2021",Wolfsburg ,Union ,3,0,1,0,/wolfsburg-gegen-union-2021-bundesliga-4667339/spielinfo
4,08052021BremLeve,2020-21,"Samstag, 08.05.2021",Bremen ,Leverkusen ,0,0,0,0,/bremen-gegen-leverkusen-2021-bundesliga-4667343/spielinfo
5,08052021BayeMgl,2020-21,"Samstag, 08.05.2021",Bayern ,M'gladbach ,6,0,4,0,/bayern-gegen-mgladbach-2021-bundesliga-4667336/spielinfo
6,09052021KölnFrei,2020-21,"Sonntag, 09.05.2021",Köln ,Freiburg ,1,4,0,2,/koeln-gegen-freiburg-2021-bundesliga-4667342/spielinfo
7,09052021FranMain,2020-21,"Sonntag, 09.05.2021",Frankfurt ,Mainz ,1,1,0,1,/frankfurt-gegen-mainz-2021-bundesliga-4667340/spielinfo
8,09052021HertBiel,2020-21,"Sonntag, 09.05.2021",Hertha ,Bielefeld ,0,0,0,0,/hertha-gegen-bielefeld-2021-bundesliga-4667341/spielinfo
9,06052021HertFrei,2020-21,"Donnerstag, 06.05.2021",Hertha ,Freiburg ,3,0,2,0,/hertha-gegen-freiburg-2021-bundesliga-4667322/spielinfo
10,12052021SchaHert,2020-21,"Mittwoch, 12.05.2021",Schalke ,Hertha ,1,2,1,1,/schalke-gegen-hertha-2021-bundesliga-4667333/spielinfo
