,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,05121991SchaFran,1991-92,"Donnerstag, 05.12.1991",Schalke ,Frankfurt ,1,1,0,1,/schalke-gegen-frankfurt-1991-bundesliga-11800/spielinfo
1,06121991BremDort,1991-92,"Freitag, 06.12.1991",Bremen ,Dortmund ,0,1,0,1,/bremen-gegen-dortmund-1991-bundesliga-11802/spielinfo
2,06121991DüssNürn,1991-92,"Freitag, 06.12.1991",Düsseldorf ,Nürnberg ,1,2,0,1,/duesseldorf-gegen-nuernberg-1991-bundesliga-11803/spielinfo
3,07121991LeveWatt,1991-92,"Samstag, 07.12.1991",Leverkusen ,Wattenscheid ,6,1,3,1,/leverkusen-gegen-wattenscheid-1991-bundesliga-11805/spielinfo
4,07121991RostBaye,1991-92,"Samstag, 07.12.1991",Rostock ,Bayern ,2,1,0,0,/rostock-gegen-bayern-1991-bundesliga-11806/spielinfo
5,07121991DresHSV ,1991-92,"Samstag, 07.12.1991",Dresden ,HSV ,3,0,2,0,/dresden-gegen-hsv-1991-bundesliga-11808/spielinfo
6,07121991BochKla,1991-92,"Samstag, 07.12.1991",Bochum ,K'lautern ,0,0,0,0,/bochum-gegen-klautern-1991-bundesliga-11809/spielinfo
7,07121991Stg.Köln,1991-92,"Samstag, 07.12.1991",Stg. Kickers ,Köln ,0,3,0,1,/stg-kickers-gegen-koeln-1991-bundesliga-11811/spielinfo
8,07121991KarlStut,1991-92,"Samstag, 07.12.1991",Karlsruhe ,Stuttgart ,0,0,0,0,/karlsruhe-gegen-stuttgart-1991-bundesliga-11812/spielinfo
9,08121991DuisMgl,1991-92,"Sonntag, 08.12.1991",Duisburg ,M'gladbach ,1,1,1,0,/duisburg-gegen-mgladbach-1991-bundesliga-11813/spielinfo
10,10121991KölnDres,1991-92,"Dienstag, 10.12.1991",Köln ,Dresden ,1,1,1,1,/koeln-gegen-dresden-1991-bundesliga-11720/spielinfo
