,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15031990St. Mann,1989-90,"Donnerstag, 15.03.1990",St. Pauli ,Mannheim ,2,1,0,0,/st-pauli-gegen-mannheim-1990-bundesliga-12438/spielinfo
1,16031990BremKöln,1989-90,"Freitag, 16.03.1990",Bremen ,Köln ,4,0,3,0,/bremen-gegen-koeln-1990-bundesliga-12431/spielinfo
2,17031990BayeFran,1989-90,"Samstag, 17.03.1990",Bayern ,Frankfurt ,1,0,0,0,/bayern-gegen-frankfurt-1990-bundesliga-12432/spielinfo
3,17031990UerdStut,1989-90,"Samstag, 17.03.1990",Uerdingen ,Stuttgart ,4,1,1,0,/uerdingen-gegen-stuttgart-1990-bundesliga-12433/spielinfo
4,17031990LeveHSV ,1989-90,"Samstag, 17.03.1990",Leverkusen ,HSV ,1,0,0,0,/leverkusen-gegen-hsv-1990-bundesliga-12434/spielinfo
5,17031990DortKarl,1989-90,"Samstag, 17.03.1990",Dortmund ,Karlsruhe ,2,0,1,0,/dortmund-gegen-karlsruhe-1990-bundesliga-12435/spielinfo
6,17031990DüssMgl,1989-90,"Samstag, 17.03.1990",Düsseldorf ,M'gladbach ,0,1,0,0,/duesseldorf-gegen-mgladbach-1990-bundesliga-12436/spielinfo
7,17031990KlaBoch,1989-90,"Samstag, 17.03.1990",K'lautern ,Bochum ,2,1,0,1,/klautern-gegen-bochum-1990-bundesliga-12437/spielinfo
8,17031990NürnFC H,1989-90,"Samstag, 17.03.1990",Nürnberg ,FC Homburg ,2,0,2,0,/nuernberg-gegen-fc-homburg-1990-bundesliga-12439/spielinfo
