,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,23031989St. HSV ,1988-89,"Donnerstag, 23.03.1989",St. Pauli ,HSV ,1,2,1,2,/st-pauli-gegen-hsv-1989-bundesliga-12721/spielinfo
1,25031989BayeLeve,1988-89,"Samstag, 25.03.1989",Bayern ,Leverkusen ,2,0,0,0,/bayern-gegen-leverkusen-1989-bundesliga-12720/spielinfo
2,25031989KölnStut,1988-89,"Samstag, 25.03.1989",Köln ,Stuttgart ,3,0,0,0,/koeln-gegen-stuttgart-1989-bundesliga-12722/spielinfo
3,25031989UerdKarl,1988-89,"Samstag, 25.03.1989",Uerdingen ,Karlsruhe ,0,3,0,2,/uerdingen-gegen-karlsruhe-1989-bundesliga-12723/spielinfo
4,25031989NürnFran,1988-89,"Samstag, 25.03.1989",Nürnberg ,Frankfurt ,1,1,1,0,/nuernberg-gegen-frankfurt-1989-bundesliga-12724/spielinfo
5,25031989MannBoch,1988-89,"Samstag, 25.03.1989",Mannheim ,Bochum ,2,2,1,2,/mannheim-gegen-bochum-1989-bundesliga-12725/spielinfo
6,25031989DortBrem,1988-89,"Samstag, 25.03.1989",Dortmund ,Bremen ,3,1,1,1,/dortmund-gegen-bremen-1989-bundesliga-12726/spielinfo
7,25031989HannMgl,1988-89,"Samstag, 25.03.1989",Hannover ,M'gladbach ,0,1,0,1,/hannover-gegen-mgladbach-1989-bundesliga-12727/spielinfo
8,25031989Stg.Kla,1988-89,"Samstag, 25.03.1989",Stg. Kickers ,K'lautern ,2,0,1,0,/stg-kickers-gegen-klautern-1989-bundesliga-12728/spielinfo
