,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,26031988SchaDort,1987-88,"Samstag, 26.03.1988",Schalke ,Dortmund ,3,0,1,0,/schalke-gegen-dortmund-1988-bundesliga-13053/spielinfo
1,26031988HannLeve,1987-88,"Samstag, 26.03.1988",Hannover ,Leverkusen ,6,1,3,1,/hannover-gegen-leverkusen-1988-bundesliga-13054/spielinfo
2,26031988KarlStut,1987-88,"Samstag, 26.03.1988",Karlsruhe ,Stuttgart ,0,2,0,1,/karlsruhe-gegen-stuttgart-1988-bundesliga-13055/spielinfo
3,26031988KlaUerd,1987-88,"Samstag, 26.03.1988",K'lautern ,Uerdingen ,2,2,1,2,/klautern-gegen-uerdingen-1988-bundesliga-13056/spielinfo
4,26031988MglNürn,1987-88,"Samstag, 26.03.1988",M'gladbach ,Nürnberg ,3,0,2,0,/mgladbach-gegen-nuernberg-1988-bundesliga-13057/spielinfo
5,26031988FranFC H,1987-88,"Samstag, 26.03.1988",Frankfurt ,FC Homburg ,1,2,0,1,/frankfurt-gegen-fc-homburg-1988-bundesliga-13058/spielinfo
6,26031988KölnMann,1987-88,"Samstag, 26.03.1988",Köln ,Mannheim ,3,0,0,0,/koeln-gegen-mannheim-1988-bundesliga-13059/spielinfo
7,26031988BremBaye,1987-88,"Samstag, 26.03.1988",Bremen ,Bayern ,3,1,2,1,/bremen-gegen-bayern-1988-bundesliga-13060/spielinfo
8,26031988BochHSV ,1987-88,"Samstag, 26.03.1988",Bochum ,HSV ,4,0,2,0,/bochum-gegen-hsv-1988-bundesliga-13061/spielinfo
9,29031988HSV Mann,1987-88,"Dienstag, 29.03.1988",HSV ,Mannheim ,1,1,0,0,/hsv-gegen-mannheim-1988-bundesliga-13014/spielinfo
10,05041988DortNürn,1987-88,"Dienstag, 05.04.1988",Dortmund ,Nürnberg ,1,1,0,0,/dortmund-gegen-nuernberg-1988-bundesliga-13012/spielinfo
