,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,29031996HSV Uerd,1995-96,"Freitag, 29.03.1996",HSV ,Uerdingen ,0,0,0,0,/hsv-gegen-uerdingen-1996-bundesliga-10524/spielinfo
1,29031996KölnKla,1995-96,"Freitag, 29.03.1996",Köln ,K'lautern ,0,1,0,1,/koeln-gegen-klautern-1996-bundesliga-10529/spielinfo
2,30031996BremLeve,1995-96,"Samstag, 30.03.1996",Bremen ,Leverkusen ,2,1,1,0,/bremen-gegen-leverkusen-1996-bundesliga-10521/spielinfo
3,30031996SchaFrei,1995-96,"Samstag, 30.03.1996",Schalke ,Freiburg ,3,0,1,0,/schalke-gegen-freiburg-1996-bundesliga-10522/spielinfo
4,30031996RostKarl,1995-96,"Samstag, 30.03.1996",Rostock ,Karlsruhe ,1,1,0,0,/rostock-gegen-karlsruhe-1996-bundesliga-10525/spielinfo
5,30031996StutSt. ,1995-96,"Samstag, 30.03.1996",Stuttgart ,St. Pauli ,1,1,1,0,/stuttgart-gegen-st-pauli-1996-bundesliga-10526/spielinfo
6,30031996FranMgl,1995-96,"Samstag, 30.03.1996",Frankfurt ,M'gladbach ,0,2,0,2,/frankfurt-gegen-mgladbach-1996-bundesliga-10527/spielinfo
7,30031996BayeDort,1995-96,"Samstag, 30.03.1996",Bayern ,Dortmund ,1,0,1,0,/bayern-gegen-dortmund-1996-bundesliga-10528/spielinfo
8,31031996Düss1860,1995-96,"Sonntag, 31.03.1996",Düsseldorf ,1860 München ,1,1,0,0,/duesseldorf-gegen-muenchen-1996-bundesliga-10523/spielinfo
9,02041996St. Leve,1995-96,"Dienstag, 02.04.1996",St. Pauli ,Leverkusen ,2,1,0,0,/st-pauli-gegen-leverkusen-1996-bundesliga-10485/spielinfo
