,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,26021983HSV Leve,1982-83,"Samstag, 26.02.1983",HSV ,Leverkusen ,3,0,1,0,/hsv-gegen-leverkusen-1983-bundesliga-14542/spielinfo
1,26021983StutDüss,1982-83,"Samstag, 26.02.1983",Stuttgart ,Düsseldorf ,1,1,1,1,/stuttgart-gegen-duesseldorf-1983-bundesliga-14544/spielinfo
2,26021983BochFran,1982-83,"Samstag, 26.02.1983",Bochum ,Frankfurt ,1,2,1,1,/bochum-gegen-frankfurt-1983-bundesliga-14548/spielinfo
3,26021983BayeBiel,1982-83,"Samstag, 26.02.1983",Bayern ,Bielefeld ,5,0,3,0,/bayern-gegen-bielefeld-1983-bundesliga-14549/spielinfo
4,26021983DortBrau,1982-83,"Samstag, 26.02.1983",Dortmund ,Braunschweig ,3,2,2,1,/dortmund-gegen-braunschweig-1983-bundesliga-14550/spielinfo
5,22031983KölnNürn,1982-83,"Dienstag, 22.03.1983",Köln ,Nürnberg ,5,2,3,1,/koeln-gegen-nuernberg-1983-bundesliga-14546/spielinfo
6,02041983MglKarl,1982-83,"Samstag, 02.04.1983",M'gladbach ,Karlsruhe ,5,0,3,0,/mgladbach-gegen-karlsruhe-1983-bundesliga-14543/spielinfo
7,02041983HertBrem,1982-83,"Samstag, 02.04.1983",Hertha ,Bremen ,0,1,0,1,/hertha-gegen-bremen-1983-bundesliga-14545/spielinfo
8,02041983KlaScha,1982-83,"Samstag, 02.04.1983",K'lautern ,Schalke ,2,0,0,0,/klautern-gegen-schalke-1983-bundesliga-14547/spielinfo
9,01031983MglBrem,1982-83,"Dienstag, 01.03.1983",M'gladbach ,Bremen ,1,2,0,0,/mgladbach-gegen-bremen-1983-bundesliga-14526/spielinfo
