,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,13031982BielNürn,1981-82,"Samstag, 13.03.1982",Bielefeld ,Nürnberg ,2,0,0,0,/bielefeld-gegen-nuernberg-1982-bundesliga-14875/spielinfo
1,13031982LeveKla,1981-82,"Samstag, 13.03.1982",Leverkusen ,K'lautern ,0,1,0,0,/leverkusen-gegen-klautern-1982-bundesliga-14876/spielinfo
2,13031982DarmBrau,1981-82,"Samstag, 13.03.1982",Darmstadt ,Braunschweig ,2,3,2,1,/darmstadt-gegen-braunschweig-1982-bundesliga-14877/spielinfo
3,13031982BremKarl,1981-82,"Samstag, 13.03.1982",Bremen ,Karlsruhe ,2,1,2,0,/bremen-gegen-karlsruhe-1982-bundesliga-14878/spielinfo
4,13031982DuisHSV ,1981-82,"Samstag, 13.03.1982",Duisburg ,HSV ,1,2,0,1,/duisburg-gegen-hsv-1982-bundesliga-14879/spielinfo
5,13031982StutFran,1981-82,"Samstag, 13.03.1982",Stuttgart ,Frankfurt ,5,2,2,1,/stuttgart-gegen-frankfurt-1982-bundesliga-14880/spielinfo
6,13031982MglKöln,1981-82,"Samstag, 13.03.1982",M'gladbach ,Köln ,0,2,0,1,/mgladbach-gegen-koeln-1982-bundesliga-14881/spielinfo
7,13031982BayeDort,1981-82,"Samstag, 13.03.1982",Bayern ,Dortmund ,3,1,0,0,/bayern-gegen-dortmund-1982-bundesliga-14882/spielinfo
8,13031982BochDüss,1981-82,"Samstag, 13.03.1982",Bochum ,Düsseldorf ,3,0,1,0,/bochum-gegen-duesseldorf-1982-bundesliga-14883/spielinfo
9,16031982StutKarl,1981-82,"Dienstag, 16.03.1982",Stuttgart ,Karlsruhe ,5,1,3,1,/stuttgart-gegen-karlsruhe-1982-bundesliga-14824/spielinfo
10,20031982BochLeve,1981-82,"Samstag, 20.03.1982",Bochum ,Leverkusen ,3,1,2,0,/bochum-gegen-leverkusen-1982-bundesliga-14828/spielinfo
11,20031982BielKarl,1981-82,"Samstag, 20.03.1982",Bielefeld ,Karlsruhe ,3,0,1,0,/bielefeld-gegen-karlsruhe-1982-bundesliga-14842/spielinfo
