,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,28021970OberAach,1969-70,"Samstag, 28.02.1970",Oberhausen ,Aachen ,1,0,1,0,/oberhausen-gegen-aachen-1970-bundesliga-18527/spielinfo
1,28021970Scha1860,1969-70,"Samstag, 28.02.1970",Schalke ,1860 München ,3,1,1,0,/schalke-gegen-muenchen-1970-bundesliga-18525/spielinfo
2,28021970BayeDuis,1969-70,"Samstag, 28.02.1970",Bayern ,Duisburg ,2,0,1,0,/bayern-gegen-duisburg-1970-bundesliga-18526/spielinfo
3,28021970MglBrem,1969-70,"Samstag, 28.02.1970",M'gladbach ,Bremen ,1,0,0,0,/mgladbach-gegen-bremen-1970-bundesliga-18528/spielinfo
4,28021970FranBrau,1969-70,"Samstag, 28.02.1970",Frankfurt ,Braunschweig ,0,0,0,0,/frankfurt-gegen-braunschweig-1970-bundesliga-18530/spielinfo
5,28021970HannStut,1969-70,"Samstag, 28.02.1970",Hannover ,Stuttgart ,2,0,2,0,/hannover-gegen-stuttgart-1970-bundesliga-18531/spielinfo
6,28021970KlaDort,1969-70,"Samstag, 28.02.1970",K'lautern ,Dortmund ,2,2,1,1,/klautern-gegen-dortmund-1970-bundesliga-18532/spielinfo
7,28021970KölnEsse,1969-70,"Samstag, 28.02.1970",Köln ,Essen ,5,2,2,1,/koeln-gegen-essen-1970-bundesliga-18533/spielinfo
8,25041970HSV Hert,1969-70,"Samstag, 25.04.1970",HSV ,Hertha ,1,0,0,0,/hsv-gegen-hertha-1970-bundesliga-18529/spielinfo
9,03031970HannBrau,1969-70,"Dienstag, 03.03.1970",Hannover ,Braunschweig ,0,2,0,0,/hannover-gegen-braunschweig-1970-bundesliga-18477/spielinfo
10,03031970FranBaye,1969-70,"Dienstag, 03.03.1970",Frankfurt ,Bayern ,2,1,0,0,/frankfurt-gegen-bayern-1970-bundesliga-18481/spielinfo
