,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15012021UnioLeve,2020-21,"Freitag, 15.01.2021",Union ,Leverkusen ,1,0,0,0,/union-gegen-leverkusen-2021-bundesliga-4667197/spielinfo
1,16012021DortMain,2020-21,"Samstag, 16.01.2021",Dortmund ,Mainz ,1,1,0,0,/dortmund-gegen-mainz-2021-bundesliga-4667193/spielinfo
2,16012021HoffBiel,2020-21,"Samstag, 16.01.2021",Hoffenheim ,Bielefeld ,0,0,0,0,/hoffenheim-gegen-bielefeld-2021-bundesliga-4667194/spielinfo
3,16012021WolfLeip,2020-21,"Samstag, 16.01.2021",Wolfsburg ,Leipzig ,2,2,2,1,/wolfsburg-gegen-leipzig-2021-bundesliga-4667195/spielinfo
4,16012021KölnHert,2020-21,"Samstag, 16.01.2021",Köln ,Hertha ,0,0,0,0,/koeln-gegen-hertha-2021-bundesliga-4667198/spielinfo
5,16012021BremAugs,2020-21,"Samstag, 16.01.2021",Bremen ,Augsburg ,2,0,0,0,/bremen-gegen-augsburg-2021-bundesliga-4667199/spielinfo
6,16012021StutMgl,2020-21,"Samstag, 16.01.2021",Stuttgart ,M'gladbach ,2,2,0,1,/stuttgart-gegen-mgladbach-2021-bundesliga-4667200/spielinfo
7,17012021BayeFrei,2020-21,"Sonntag, 17.01.2021",Bayern ,Freiburg ,2,1,1,0,/bayern-gegen-freiburg-2021-bundesliga-4667192/spielinfo
8,17012021FranScha,2020-21,"Sonntag, 17.01.2021",Frankfurt ,Schalke ,3,1,1,1,/frankfurt-gegen-schalke-2021-bundesliga-4667196/spielinfo
