,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,16041992Stg.Dort,1991-92,"Donnerstag, 16.04.1992",Stg. Kickers ,Dortmund ,0,1,0,0,/stg-kickers-gegen-dortmund-1992-bundesliga-11724/spielinfo
1,16041992DresRost,1991-92,"Donnerstag, 16.04.1992",Dresden ,Rostock ,2,1,0,0,/dresden-gegen-rostock-1992-bundesliga-11725/spielinfo
2,18041992BochBrem,1991-92,"Samstag, 18.04.1992",Bochum ,Bremen ,2,2,0,0,/bochum-gegen-bremen-1992-bundesliga-11726/spielinfo
3,18041992FranWatt,1991-92,"Samstag, 18.04.1992",Frankfurt ,Wattenscheid ,1,1,1,0,/frankfurt-gegen-wattenscheid-1992-bundesliga-11727/spielinfo
4,18041992NürnMgl,1991-92,"Samstag, 18.04.1992",Nürnberg ,M'gladbach ,2,1,1,0,/nuernberg-gegen-mgladbach-1992-bundesliga-11728/spielinfo
5,18041992SchaDüss,1991-92,"Samstag, 18.04.1992",Schalke ,Düsseldorf ,0,0,0,0,/schalke-gegen-duesseldorf-1992-bundesliga-11729/spielinfo
6,18041992KölnKarl,1991-92,"Samstag, 18.04.1992",Köln ,Karlsruhe ,2,3,0,2,/koeln-gegen-karlsruhe-1992-bundesliga-11730/spielinfo
7,18041992KlaDuis,1991-92,"Samstag, 18.04.1992",K'lautern ,Duisburg ,2,1,0,1,/klautern-gegen-duisburg-1992-bundesliga-11731/spielinfo
8,18041992HSV Leve,1991-92,"Samstag, 18.04.1992",HSV ,Leverkusen ,1,1,0,0,/hsv-gegen-leverkusen-1992-bundesliga-11732/spielinfo
9,18041992BayeStut,1991-92,"Samstag, 18.04.1992",Bayern ,Stuttgart ,1,0,1,0,/bayern-gegen-stuttgart-1992-bundesliga-11733/spielinfo
