,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,040419971860Mgl,1996-97,"Freitag, 04.04.1997",1860 München ,M'gladbach ,3,0,0,0,/muenchen-gegen-mgladbach-1997-bundesliga-10227/spielinfo
1,04041997KölnDuis,1996-97,"Freitag, 04.04.1997",Köln ,Duisburg ,2,5,2,1,/koeln-gegen-duisburg-1997-bundesliga-10232/spielinfo
2,05041997DortBoch,1996-97,"Samstag, 05.04.1997",Dortmund ,Bochum ,2,0,1,0,/dortmund-gegen-bochum-1997-bundesliga-10225/spielinfo
3,05041997DüssSt. ,1996-97,"Samstag, 05.04.1997",Düsseldorf ,St. Pauli ,2,0,1,0,/duesseldorf-gegen-st-pauli-1997-bundesliga-10226/spielinfo
4,05041997KarlScha,1996-97,"Samstag, 05.04.1997",Karlsruhe ,Schalke ,0,0,0,0,/karlsruhe-gegen-schalke-1997-bundesliga-10229/spielinfo
5,05041997BremBiel,1996-97,"Samstag, 05.04.1997",Bremen ,Bielefeld ,2,1,1,1,/bremen-gegen-bielefeld-1997-bundesliga-10230/spielinfo
6,05041997HSV Baye,1996-97,"Samstag, 05.04.1997",HSV ,Bayern ,0,3,0,2,/hsv-gegen-bayern-1997-bundesliga-10231/spielinfo
7,05041997RostLeve,1996-97,"Samstag, 05.04.1997",Rostock ,Leverkusen ,1,0,0,0,/rostock-gegen-leverkusen-1997-bundesliga-10233/spielinfo
8,06041997FreiStut,1996-97,"Sonntag, 06.04.1997",Freiburg ,Stuttgart ,1,1,0,0,/freiburg-gegen-stuttgart-1997-bundesliga-10228/spielinfo
9,09041997St. Boch,1996-97,"Mittwoch, 09.04.1997",St. Pauli ,Bochum ,2,1,2,0,/st-pauli-gegen-bochum-1997-bundesliga-10136/spielinfo
