,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,07121984BremDort,1984-85,"Freitag, 07.12.1984",Bremen ,Dortmund ,6,0,3,0,/bremen-gegen-dortmund-1984-bundesliga-13886/spielinfo
1,08121984MannLeve,1984-85,"Samstag, 08.12.1984",Mannheim ,Leverkusen ,2,1,1,0,/mannheim-gegen-leverkusen-1984-bundesliga-13889/spielinfo
2,08121984FranMgl,1984-85,"Samstag, 08.12.1984",Frankfurt ,M'gladbach ,1,1,0,1,/frankfurt-gegen-mgladbach-1984-bundesliga-13887/spielinfo
3,08121984DüssBoch,1984-85,"Samstag, 08.12.1984",Düsseldorf ,Bochum ,0,2,0,2,/duesseldorf-gegen-bochum-1984-bundesliga-13888/spielinfo
4,08121984StutKarl,1984-85,"Samstag, 08.12.1984",Stuttgart ,Karlsruhe ,5,0,3,0,/stuttgart-gegen-karlsruhe-1984-bundesliga-13890/spielinfo
5,08121984KölnKla,1984-85,"Samstag, 08.12.1984",Köln ,K'lautern ,2,0,1,0,/koeln-gegen-klautern-1984-bundesliga-13891/spielinfo
6,08121984BayeBrau,1984-85,"Samstag, 08.12.1984",Bayern ,Braunschweig ,3,0,2,0,/bayern-gegen-braunschweig-1984-bundesliga-13892/spielinfo
7,08121984UerdBiel,1984-85,"Samstag, 08.12.1984",Uerdingen ,Bielefeld ,1,0,0,0,/uerdingen-gegen-bielefeld-1984-bundesliga-13893/spielinfo
8,08121984SchaHSV ,1984-85,"Samstag, 08.12.1984",Schalke ,HSV ,3,0,2,0,/schalke-gegen-hsv-1984-bundesliga-13894/spielinfo
9,11121984MglBaye,1984-85,"Dienstag, 11.12.1984",M'gladbach ,Bayern ,3,2,3,1,/mgladbach-gegen-bayern-1984-bundesliga-13848/spielinfo
10,22121984MannKöln,1984-85,"Samstag, 22.12.1984",Mannheim ,Köln ,1,2,0,2,/mannheim-gegen-koeln-1984-bundesliga-13808/spielinfo
11,26011985MannScha,1984-85,"Samstag, 26.01.1985",Mannheim ,Schalke ,5,2,1,1,/mannheim-gegen-schalke-1985-bundesliga-13853/spielinfo
