,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,12121980MglDort,1980-81,"Freitag, 12.12.1980",M'gladbach ,Dortmund ,1,0,0,0,/mgladbach-gegen-dortmund-1980-bundesliga-15105/spielinfo
1,131219801860Karl,1980-81,"Samstag, 13.12.1980",1860 München ,Karlsruhe ,4,2,3,0,/muenchen-gegen-karlsruhe-1980-bundesliga-15104/spielinfo
2,13121980FranDüss,1980-81,"Samstag, 13.12.1980",Frankfurt ,Düsseldorf ,2,2,0,0,/frankfurt-gegen-duesseldorf-1980-bundesliga-15106/spielinfo
3,13121980KölnScha,1980-81,"Samstag, 13.12.1980",Köln ,Schalke ,0,2,0,0,/koeln-gegen-schalke-1980-bundesliga-15107/spielinfo
4,13121980KlaBiel,1980-81,"Samstag, 13.12.1980",K'lautern ,Bielefeld ,1,3,0,3,/klautern-gegen-bielefeld-1980-bundesliga-15108/spielinfo
5,13121980NürnLeve,1980-81,"Samstag, 13.12.1980",Nürnberg ,Leverkusen ,1,1,1,0,/nuernberg-gegen-leverkusen-1980-bundesliga-15109/spielinfo
6,13121980DuisStut,1980-81,"Samstag, 13.12.1980",Duisburg ,Stuttgart ,0,3,0,1,/duisburg-gegen-stuttgart-1980-bundesliga-15110/spielinfo
7,13121980BochHSV ,1980-81,"Samstag, 13.12.1980",Bochum ,HSV ,0,3,0,0,/bochum-gegen-hsv-1980-bundesliga-15111/spielinfo
8,13121980UerdBaye,1980-81,"Samstag, 13.12.1980",Uerdingen ,Bayern ,2,2,2,0,/uerdingen-gegen-bayern-1980-bundesliga-15112/spielinfo
9,16121980HSV 1860,1980-81,"Dienstag, 16.12.1980",HSV ,1860 München ,4,1,1,0,/hsv-gegen-muenchen-1980-bundesliga-15096/spielinfo
10,16121980KarlUerd,1980-81,"Dienstag, 16.12.1980",Karlsruhe ,Uerdingen ,3,1,1,0,/karlsruhe-gegen-uerdingen-1980-bundesliga-15103/spielinfo
