,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,10121976BochHSV ,1976-77,"Freitag, 10.12.1976",Bochum ,HSV ,4,2,3,1,/bochum-gegen-hsv-1976-bundesliga-16330/spielinfo
1,10121976DuisKarl,1976-77,"Freitag, 10.12.1976",Duisburg ,Karlsruhe ,3,1,1,0,/duisburg-gegen-karlsruhe-1976-bundesliga-16332/spielinfo
2,11121976MglBaye,1976-77,"Samstag, 11.12.1976",M'gladbach ,Bayern ,1,0,0,0,/mgladbach-gegen-bayern-1976-bundesliga-16325/spielinfo
3,11121976EsseBrau,1976-77,"Samstag, 11.12.1976",Essen ,Braunschweig ,2,1,2,0,/essen-gegen-braunschweig-1976-bundesliga-16326/spielinfo
4,11121976KlaTeBe,1976-77,"Samstag, 11.12.1976",K'lautern ,TeBe Berlin ,3,1,1,1,/klautern-gegen-tebe-berlin-1976-bundesliga-16327/spielinfo
5,11121976BremKöln,1976-77,"Samstag, 11.12.1976",Bremen ,Köln ,2,1,0,1,/bremen-gegen-koeln-1976-bundesliga-16328/spielinfo
6,11121976DortScha,1976-77,"Samstag, 11.12.1976",Dortmund ,Schalke ,2,2,1,2,/dortmund-gegen-schalke-1976-bundesliga-16329/spielinfo
7,11121976HertSaar,1976-77,"Samstag, 11.12.1976",Hertha ,Saarbrücken ,1,1,0,0,/hertha-gegen-saarbruecken-1976-bundesliga-16331/spielinfo
8,11121976FranDüss,1976-77,"Samstag, 11.12.1976",Frankfurt ,Düsseldorf ,1,1,1,1,/frankfurt-gegen-duesseldorf-1976-bundesliga-16333/spielinfo
9,15121976SaarDuis,1976-77,"Mittwoch, 15.12.1976",Saarbrücken ,Duisburg ,1,0,0,0,/saarbruecken-gegen-duisburg-1976-bundesliga-16318/spielinfo
