,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,13011968SchaBrau,1967-68,"Samstag, 13.01.1968",Schalke ,Braunschweig ,0,2,0,0,/schalke-gegen-braunschweig-1968-bundesliga-19092/spielinfo
1,13011968HannBaye,1967-68,"Samstag, 13.01.1968",Hannover ,Bayern ,2,1,1,0,/hannover-gegen-bayern-1968-bundesliga-19093/spielinfo
2,13011968StutMgl,1967-68,"Samstag, 13.01.1968",Stuttgart ,M'gladbach ,1,3,1,3,/stuttgart-gegen-mgladbach-1968-bundesliga-19094/spielinfo
3,13011968DuisKarl,1967-68,"Samstag, 13.01.1968",Duisburg ,Karlsruhe ,2,1,2,0,/duisburg-gegen-karlsruhe-1968-bundesliga-19095/spielinfo
4,13011968BremFran,1967-68,"Samstag, 13.01.1968",Bremen ,Frankfurt ,2,0,2,0,/bremen-gegen-frankfurt-1968-bundesliga-19096/spielinfo
5,13011968NürnNeun,1967-68,"Samstag, 13.01.1968",Nürnberg ,Neunkirchen ,3,0,0,0,/nuernberg-gegen-neunkirchen-1968-bundesliga-19097/spielinfo
6,130119681860Köln,1967-68,"Samstag, 13.01.1968",1860 München ,Köln ,0,1,0,1,/muenchen-gegen-koeln-1968-bundesliga-19099/spielinfo
7,13011968AachDort,1967-68,"Samstag, 13.01.1968",Aachen ,Dortmund ,3,0,1,0,/aachen-gegen-dortmund-1968-bundesliga-19100/spielinfo
8,24021968KlaHSV ,1967-68,"Samstag, 24.02.1968",K'lautern ,HSV ,3,3,2,1,/klautern-gegen-hsv-1968-bundesliga-19098/spielinfo
