,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,10031979BremScha,1978-79,"Samstag, 10.03.1979",Bremen ,Schalke ,3,1,2,1,/bremen-gegen-schalke-1979-bundesliga-15758/spielinfo
1,10031979BochDuis,1978-79,"Samstag, 10.03.1979",Bochum ,Duisburg ,0,0,0,0,/bochum-gegen-duisburg-1979-bundesliga-15759/spielinfo
2,10031979StutDort,1978-79,"Samstag, 10.03.1979",Stuttgart ,Dortmund ,1,1,1,0,/stuttgart-gegen-dortmund-1979-bundesliga-15760/spielinfo
3,10031979HertHSV ,1978-79,"Samstag, 10.03.1979",Hertha ,HSV ,1,3,0,1,/hertha-gegen-hsv-1979-bundesliga-15761/spielinfo
4,10031979KölnDüss,1978-79,"Samstag, 10.03.1979",Köln ,Düsseldorf ,2,2,2,1,/koeln-gegen-duesseldorf-1979-bundesliga-15762/spielinfo
5,10031979DarmNürn,1978-79,"Samstag, 10.03.1979",Darmstadt ,Nürnberg ,1,3,0,1,/darmstadt-gegen-nuernberg-1979-bundesliga-15763/spielinfo
6,10031979BayeBiel,1978-79,"Samstag, 10.03.1979",Bayern ,Bielefeld ,0,4,0,2,/bayern-gegen-bielefeld-1979-bundesliga-15764/spielinfo
7,10031979MglFran,1978-79,"Samstag, 10.03.1979",M'gladbach ,Frankfurt ,1,3,1,2,/mgladbach-gegen-frankfurt-1979-bundesliga-15765/spielinfo
8,10031979KlaBrau,1978-79,"Samstag, 10.03.1979",K'lautern ,Braunschweig ,2,1,2,1,/klautern-gegen-braunschweig-1979-bundesliga-15766/spielinfo
9,13031979BrauFran,1978-79,"Dienstag, 13.03.1979",Braunschweig ,Frankfurt ,0,0,0,0,/braunschweig-gegen-frankfurt-1979-bundesliga-15738/spielinfo
10,14031979HSV Brem,1978-79,"Mittwoch, 14.03.1979",HSV ,Bremen ,2,2,1,0,/hsv-gegen-bremen-1979-bundesliga-15734/spielinfo
11,14031979DüssHert,1978-79,"Mittwoch, 14.03.1979",Düsseldorf ,Hertha ,3,1,1,1,/duesseldorf-gegen-hertha-1979-bundesliga-15757/spielinfo
