,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15122000UnteFran,2000-01,"Freitag, 15.12.2000",Unterhaching ,Frankfurt ,2,0,1,0,/unterhaching-gegen-frankfurt-2000-bundesliga-520165/spielinfo
1,16122000BochKla,2000-01,"Samstag, 16.12.2000",Bochum ,K'lautern ,0,1,0,1,/bochum-gegen-klautern-2000-bundesliga-520162/spielinfo
2,16122000WolfLeve,2000-01,"Samstag, 16.12.2000",Wolfsburg ,Leverkusen ,2,0,0,0,/wolfsburg-gegen-leverkusen-2000-bundesliga-520163/spielinfo
3,16122000StutFrei,2000-01,"Samstag, 16.12.2000",Stuttgart ,Freiburg ,0,0,0,0,/stuttgart-gegen-freiburg-2000-bundesliga-520164/spielinfo
4,16122000KölnScha,2000-01,"Samstag, 16.12.2000",Köln ,Schalke ,2,2,0,2,/koeln-gegen-schalke-2000-bundesliga-520166/spielinfo
5,16122000RostDort,2000-01,"Samstag, 16.12.2000",Rostock ,Dortmund ,1,2,0,1,/rostock-gegen-dortmund-2000-bundesliga-520169/spielinfo
6,161220001860HSV ,2000-01,"Samstag, 16.12.2000",1860 München ,HSV ,2,1,1,0,/muenchen-gegen-hsv-2000-bundesliga-520168/spielinfo
7,17122000HertBaye,2000-01,"Sonntag, 17.12.2000",Hertha ,Bayern ,1,3,1,2,/hertha-gegen-bayern-2000-bundesliga-520161/spielinfo
8,17122000CottBrem,2000-01,"Sonntag, 17.12.2000",Cottbus ,Bremen ,3,1,2,1,/cottbus-gegen-bremen-2000-bundesliga-520167/spielinfo
9,20122000UnteBrem,2000-01,"Mittwoch, 20.12.2000",Unterhaching ,Bremen ,0,0,0,0,/unterhaching-gegen-bremen-2000-bundesliga-520137/spielinfo
