4,22031969Kla1860,"Sa22.03.1969, 15:30",K'lautern,1860 München,Betzenberg,12000,Kaiserslautern,"Krumnack, Werner",Dortmund
5,22031969BayeAach,"Sa22.03.1969, 15:30",Bayern,Aachen,Stadion an der Grünwalder Straße,18500,Münch,"Ohmsen, Klaus",Hamburg
6,22031969KölnDuis,"Sa22.03.1969, 15:30",Köln,Duisburg,Müngersdorfer Stadion,18000,Köl,"Seiler, Fritz",Schmiden
7,29031969HertMgl,"Sa29.03.1969, 15:30",Hertha,M'gladbach,Olympiastadion,35000,Berlin,"Betz, Alfons",Regensburg
8,29031969DuisNürn,"Sa29.03.1969, 15:30",Duisburg,Nürnberg,Wedaustadion,18000,Duisburg,"Schäfer, Elmar",Neustadt/Rübenberge
0,29031969StutDort,"Sa29.03.1969, 15:30",Stuttgart,Dortmund,Neckarstadion,22000,Stuttgart,"Roegner, Klaus-Dieter",Kleinburgwedel
1,29031969HSVKla,"Sa29.03.1969, 15:30",HSV,K'lautern,Volksparkstadion,18000,Hamburg,"Frickel, Rudolf",München
2,29031969BayeBrem,"Sa29.03.1969, 15:30",Bayern,Bremen,Stadion an der Grünwalder Straße,17000,Münch,"Hennig, Gerd",Duisburg
3,29031969FranOffe,"Sa29.03.1969, 15:30",Frankfurt,Offenbach,Waldstadion,60000,Frankfurt,"Deuschel, Edgar",Ludwigshafen
4,03051969BrauKöln,"Sa03.05.1969, 15:30",Braunschweig,Köln,Eintracht-Stadion,8500,Braunschweig,"Deuschel, Edgar",Ludwigshafen
5,03041969HertBrau,"Do03.04.1969, 20:00",Hertha,Braunschweig,Olympiastadion,50000,Berlin,"Linn, Günter",Altendiez
6,08041969BremHert,"Di08.04.1969, 20:00",Bremen,Hertha,Weser-Stadion,20000,Bremen,"Fritz, Helmut",Ludwigshafen
7,08041969BrauAach,"Di08.04.1969, 20:00",Braunschweig,Aachen,Eintracht-Stadion,15000,Braunschweig,"Geng, Philipp",Freiburg
0,09041969HSVNürn,"Mi09.04.1969, 20:00",HSV,Nürnberg,Volksparkstadion,22000,Hamburg,"Hilker, Wilfried",Bochum
1,09041969HannKla,"Mi09.04.1969, 20:00",Hannover,K'lautern,Niedersachsenstadion,16000,Hannover,"Weyland, Hans-Joachim",Oberhausen
2,09041969KölnStut,"Mi09.04.1969, 20:00",Köln,Stuttgart,Müngersdorfer Stadion,22000,Köl,"Redelfs, Jan",Hannover
3,09041969KölnStut,"Mi09.04.1969, 20:00",Köln,Stuttgart,Müngersdorfer Stadion,22000,Köl,"Redelfs, Jan",Hannover
4,19041969HannHert,"Sa19.04.1969, 15:30",Hannover,Hertha,Niedersachsenstadion,12500,Hannover,"Riegg, Karl",Augsburg
5,19041969NürnBrau,"Sa19.04.1969, 15:30",Nürnberg,Braunschweig,Städtisches Stadion,17000,Nürnberg,"Köhler, Alfred",Wanne-Eickel
6,19041969KlaScha,"Sa19.04.1969, 15:30",K'lautern,Schalke,Betzenberg,16000,Kaiserslautern,"Kreitlein, Rudolf",Stuttgart
7,19041969DortBaye,"Sa19.04.1969, 15:30",Dortmund,Bayern,Rote Erde,37000,Dortmun,"Fritz, Helmut",Ludwigshafen
8,190419691860HSV,"Sa19.04.1969, 15:30",1860 München,HSV,Stadion an der Grünwalder Straße,12000,Münch,"Bonacker, Horst",Quadrath-Ichendorf
9,19041969BremAach,"Sa19.04.1969, 15:30",Bremen,Aachen,Weser-Stadion,10000,Bremen,"Heumann, Franz",Ansbach
0,19041969OffeDuis,"Sa19.04.1969, 15:30",Offenbach,Duisburg,Bieberer Berg,13000,Offenbach,"Schulenburg, Gerhard",Laatzen
1,12041969HertKla,"Sa12.04.1969, 15:30",Hertha,K'lautern,Olympiastadion,44000,Berlin,"Horstmann, Walter",Groß Escherde
2,22041969BrauBrem,"Di22.04.1969, 20:00",Braunschweig,Bremen,Eintracht-Stadion,8000,Braunschweig,"Aldinger, Heinz",Waiblingen
3,30081968DuisFran,"Fr30.08.1968, 20:00",Duisburg,Frankfurt,Wedaustadion,20000,Duisburg,"Redelfs, Jan",Hannover
4,31081968BrauHert,"Sa31.08.1968, 15:30",Braunschweig,Hertha,Eintracht-Stadion,20000,Braunschweig,"Betz, Alfons",Regensburg
5,31081968NürnMgl,"Sa31.08.1968, 15:30",Nürnberg,M'gladbach,Städtisches Stadion,40000,Nürnberg,"Fritz, Helmut",Ludwigshafen
6,31081968StutScha,"Sa31.08.1968, 15:30",Stuttgart,Schalke,Neckarstadion,12000,Stuttgart,"Schulenburg, Gerhard",Laatzen
7,31081968BayeHSV,"Sa31.08.1968, 15:30",Bayern,HSV,Stadion an der Grünwalder Straße,16000,Münch,"Siepe, Gerd",Attendorn
8,31081968KölnHann,"Sa31.08.1968, 15:30",Köln,Hannover,Müngersdorfer Stadion,15000,Köl,"Seiler, Fritz",Schmiden
0,31081968OffeAach,"Sa31.08.1968, 15:30",Offenbach,Aachen,Bieberer Berg,27000,Offenbach,"Schulz, Bruno",Berlin
1,17091968DortKla,"Di17.09.1968, 20:00",Dortmund,K'lautern,Rote Erde,23000,Dortmun,"Geng, Philipp",Freiburg
2,17091968Brem1860,"Di17.09.1968, 20:00",Bremen,1860 München,Weser-Stadion,14000,Bremen,"Ott, Alfred",Rheinbrohl
3,12041969HertKla,"Sa12.04.1969, 15:30",Hertha,K'lautern,Olympiastadion,44000,Berlin,"Horstmann, Walter",Groß Escherde
4,26041969StutNürn,"Sa26.04.1969, 15:30",Stuttgart,Nürnberg,Neckarstadion,22000,Stuttgart,"Hillebrand, Hans",Essen
5,26041969BremDort,"Sa26.04.1969, 15:30",Bremen,Dortmund,Weser-Stadion,15000,Bremen,"Ott, Alfred",Rheinbrohl
6,26041969BayeKöln,"Sa26.04.1969, 15:30",Bayern,Köln,Stadion an der Grünwalder Straße,27000,Münch,"Herden, Horst",Hamburg
7,26041969FranHann,"Sa26.04.1969, 15:30",Frankfurt,Hannover,Waldstadion,13000,Frankfurt,"Eschweiler, Walter",Euskirchen
0,26041969BrauOffe,"Sa26.04.1969, 15:30",Braunschweig,Offenbach,Eintracht-Stadion,6000,Braunschweig,"Fritz, Helmut",Ludwigshafen
1,26041969DuisMgl,"Sa26.04.1969, 15:30",Duisburg,M'gladbach,Wedaustadion,11000,Duisburg,"Siebert, Heinz",Mannheim
2,30041969KölnHSV,"Mi30.04.1969, 20:00",Köln,HSV,Müngersdorfer Stadion,30000,Köl,"Betz, Alfons",Regensburg
3,03051969HertDort,"Sa03.05.1969, 15:30",Hertha,Dortmund,Olympiastadion,67000,Berlin,"Kreitlein, Rudolf",Stuttgart
4,03051969HSVMgl,"Sa03.05.1969, 15:30",HSV,M'gladbach,Volksparkstadion,10057,Hamburg,"Spinnler, Max",Mainz
5,03051969BrauKöln,"Sa03.05.1969, 15:30",Braunschweig,Köln,Eintracht-Stadion,8500,Braunschweig,"Deuschel, Edgar",Ludwigshafen
6,16051969DortAach,"Fr16.05.1969, 20:00",Dortmund,Aachen,Rote Erde,21000,Dortmun,"Basedow, Diedrich",Hamburg
7,170519691860Hert,"Sa17.05.1969, 15:30",1860 München,Hertha,Stadion an der Grünwalder Straße,11000,Münch,"Schröck, Rudolf",Riegelsberg
8,17051969NürnBaye,"Sa17.05.1969, 15:30",Nürnberg,Bayern,Städtisches Stadion,45000,Nürnberg,"Seiler, Fritz",Schmiden
9,17051969HSVScha,"Sa17.05.1969, 15:30",HSV,Schalke,Volksparkstadion,14000,Hamburg,"Heumann, Franz",Ansbach
0,17051969KölnBrem,"Sa17.05.1969, 15:30",Köln,Bremen,Müngersdorfer Stadion,16000,Köl,"Wengenmeyer, Franz",München
1,17051969KlaFran,"Sa17.05.1969, 15:30",K'lautern,Frankfurt,Betzenberg,10000,Kaiserslautern,"Schulenburg, Gerhard",Laatzen
2,17051969OffeStut,"Sa17.05.1969, 15:30",Offenbach,Stuttgart,Bieberer Berg,17000,Offenbach,"Hennig, Gerd",Duisburg
3,17051969HannDuis,"Sa17.05.1969, 15:30",Hannover,Duisburg,Niedersachsenstadion,10500,Hannover,"Regely, Ewald",Berlin
4,23051969BremNürn,"Fr23.05.1969, 20:00",Bremen,Nürnberg,Weser-Stadion,27000,Bremen,"Fritz, Helmut",Ludwigshafen
5,23051969Fran1860,"Fr23.05.1969, 20:00",Frankfurt,1860 München,Waldstadion,17000,Frankfurt,"Herden, Horst",Hamburg
6,23051969DuisKla,"Fr23.05.1969, 20:00",Duisburg,K'lautern,Wedaustadion,12000,Duisburg,"Picker, Karl-Heinz",Hamburg
7,23051969BrauHann,"Fr23.05.1969, 20:00",Braunschweig,Hannover,Eintracht-Stadion,13000,Braunschweig,"Niemeyer, Karl",Bad Godesberg
8,24051969HertHSV,"Sa24.05.1969, 15:30",Hertha,HSV,Olympiastadion,75000,Berlin,"Hilker, Wilfried",Bochum
0,24051969KölnDort,"Sa24.05.1969, 15:30",Köln,Dortmund,Müngersdorfer Stadion,35000,Köl,"Tschenscher, Kurt",Mannheim
1,24051969BayeOffe,"Sa24.05.1969, 15:30",Bayern,Offenbach,Stadion an der Grünwalder Straße,15000,Münch,"Hillebrand, Hans",Essen
2,24051969StutMgl,"Sa24.05.1969, 15:30",Stuttgart,M'gladbach,Neckarstadion,10000,Stuttgart,"Roegner, Klaus-Dieter",Kleinburgwedel
3,30051969KlaBrau,"Fr30.05.1969, 20:00",K'lautern,Braunschweig,Betzenberg,22000,Kaiserslautern,"Riegg, Karl",Augsburg
4,31051969NürnDort,"Sa31.05.1969, 15:30",Nürnberg,Dortmund,Städtisches Stadion,50000,Nürnberg,"Biwersi, Ferdinand",Bliesransbach
5,31051969HSVFran,"Sa31.05.1969, 15:30",HSV,Frankfurt,Volksparkstadion,7000,Hamburg,"Weyland, Hans-Joachim",Oberhausen
6,31051969OffeBrem,"Sa31.05.1969, 15:30",Offenbach,Bremen,Bieberer Berg,16000,Offenbach,"Eschweiler, Walter",Euskirchen
7,310519691860Duis,"Sa31.05.1969, 15:30",1860 München,Duisburg,Stadion an der Grünwalder Straße,5000,Münch,"Bien, Edmund",Ruppertsberg
0,31051969HannStut,"Sa31.05.1969, 15:30",Hannover,Stuttgart,Niedersachsenstadion,9000,Hannover,"Schulz, Bruno",Berlin
1,07061969HertAach,"Sa07.06.1969, 15:30",Hertha,Aachen,Olympiastadion,50000,Berlin,"Redelfs, Jan",Hannover
2,07061969KölnNürn,"Sa07.06.1969, 15:30",Köln,Nürnberg,Müngersdorfer Stadion,53028,Köl,"Horstmann, Walter",Groß Escherde
3,07061969FranScha,"Sa07.06.1969, 15:30",Frankfurt,Schalke,Waldstadion,10000,Frankfurt,"Linn, Günter",Altendiez
4,07061969DortOffe,"Sa07.06.1969, 15:30",Dortmund,Offenbach,Rote Erde,42000,Dortmun,"Ott, Alfred",Rheinbrohl
5,07061969DuisHSV,"Sa07.06.1969, 15:30",Duisburg,HSV,Wedaustadion,6000,Duisburg,"Gabor, Peter",Berlin
6,07061969BremMgl,"Sa07.06.1969, 15:30",Bremen,M'gladbach,Weser-Stadion,12000,Bremen,"Heckeroth, Dieter",Frankfurt/Main
7,07061969Brau1860,"Sa07.06.1969, 15:30",Braunschweig,1860 München,Eintracht-Stadion,6000,Braunschweig,"Köhler, Alfred",Wanne-Eickel
0,07061969BayeHann,"Sa07.06.1969, 15:30",Bayern,Hannover,Stadion an der Grünwalder Straße,18000,Münch,"Kindervater, Paul",Köln
1,07061969StutKla,"Sa07.06.1969, 15:30",Stuttgart,K'lautern,Neckarstadion,2500,Stuttgart,"Fork, Karl-Heinz",Unna-Massen
2,03091968HertStut,"Di03.09.1968, 20:00",Hertha,Stuttgart,Olympiastadion,60000,Berlin,"Hilker, Wilfried",Bochum
3,04091968HannNürn,"Mi04.09.1968, 20:00",Hannover,Nürnberg,Niedersachsenstadion,40000,Hannover,"Hennig, Gerd",Duisburg
4,040919681860Dort,"Mi04.09.1968, 20:00",1860 München,Dortmund,Stadion an der Grünwalder Straße,14000,Münch,"Biwersi, Ferdinand",Bliesransbach
5,04091968HSVBrem,"Mi04.09.1968, 20:00",HSV,Bremen,Volksparkstadion,18000,Hamburg,"Heumann, Franz",Ansbach
6,04091968KlaKöln,"Mi04.09.1968, 20:00",K'lautern,Köln,Betzenberg,12000,Kaiserslautern,"Handwerker, Kurt",Ketsch
7,04091968FranBrau,"Mi04.09.1968, 20:00",Frankfurt,Braunschweig,Waldstadion,25000,Frankfurt,"Kindervater, Paul",Köln
0,07091968BayeHert,"Sa07.09.1968, 15:30",Bayern,Hertha,Stadion an der Grünwalder Straße,29000,Münch,"Deuschel, Edgar",Ludwigshafen
1,07091968NürnKla,"Sa07.09.1968, 15:30",Nürnberg,K'lautern,Städtisches Stadion,26000,Nürnberg,"Regely, Ewald",Berlin
2,07091968BremScha,"Sa07.09.1968, 15:30",Bremen,Schalke,Weser-Stadion,18000,Bremen,"Kreitlein, Rudolf",Stuttgart
3,07091968DortHSV,"Sa07.09.1968, 15:30",Dortmund,HSV,Rote Erde,20000,Dortmun,"Riegg, Karl",Augsburg
4,07091968Köln1860,"Sa07.09.1968, 15:30",Köln,1860 München,Müngersdorfer Stadion,20000,Köl,"Schäfer, Elmar",Neustadt/Rübenberge
5,07091968StutFran,"Sa07.09.1968, 15:30",Stuttgart,Frankfurt,Neckarstadion,21000,Stuttgart,"Bonacker, Horst",Quadrath-Ichendorf
6,07091968OffeHann,"Sa07.09.1968, 15:30",Offenbach,Hannover,Bieberer Berg,19000,Offenbach,"Voss, Hans",Münster
7,07091968BrauDuis,"Sa07.09.1968, 15:30",Braunschweig,Duisburg,Eintracht-Stadion,18000,Braunschweig,"Aldinger, Heinz",Waiblingen
0,13091968DuisStut,"Fr13.09.1968, 20:00",Duisburg,Stuttgart,Wedaustadion,23000,Duisburg,"Schröck, Rudolf",Riegelsberg
1,14091968HertBrem,"Sa14.09.1968, 15:30",Hertha,Bremen,Olympiastadion,40000,Berlin,"Wengenmeyer, Franz",München
2,140919681860Nürn,"Sa14.09.1968, 15:30",1860 München,Nürnberg,Stadion an der Grünwalder Straße,30000,Münch,"Schulenburg, Gerhard",Laatzen
3,14091968HSVKöln,"Sa14.09.1968, 15:30",HSV,Köln,Volksparkstadion,20000,Hamburg,"Siebert, Heinz",Mannheim
4,14091968FranBaye,"Sa14.09.1968, 15:30",Frankfurt,Bayern,Waldstadion,60000,Frankfurt,"Eschweiler, Walter",Euskirchen
5,14091968KlaOffe,"Sa14.09.1968, 15:30",K'lautern,Offenbach,Betzenberg,15000,Kaiserslautern,"Malka, Johannes",Herten
6,14091968HannMgl,"Sa14.09.1968, 15:30",Hannover,M'gladbach,Niedersachsenstadion,34000,Hannover,"Linn, Günter",Altendiez
7,17091968DortKla,"Di17.09.1968, 20:00",Dortmund,K'lautern,Rote Erde,23000,Dortmun,"Geng, Philipp",Freiburg
0,17091968Brem1860,"Di17.09.1968, 20:00",Bremen,1860 München,Weser-Stadion,14000,Bremen,"Ott, Alfred",Rheinbrohl
1,20091968Offe1860,"Fr20.09.1968, 20:00",Offenbach,1860 München,Bieberer Berg,33000,Offenbach,"Horstmann, Walter",Groß Escherde
2,21091968DortHert,"Sa21.09.1968, 15:30",Dortmund,Hertha,Rote Erde,15000,Dortmun,"Ott, Alfred",Rheinbrohl
3,21091968NürnHSV,"Sa21.09.1968, 15:30",Nürnberg,HSV,Städtisches Stadion,12000,Nürnberg,"Weyland, Hans-Joachim",Oberhausen
4,21091968KölnScha,"Sa21.09.1968, 15:30",Köln,Schalke,Müngersdorfer Stadion,35000,Köl,"Redelfs, Jan",Hannover
5,21091968BremFran,"Sa21.09.1968, 15:30",Bremen,Frankfurt,Weser-Stadion,17000,Bremen,"Siepe, Gerd",Attendorn
6,21091968BayeDuis,"Sa21.09.1968, 15:30",Bayern,Duisburg,Stadion an der Grünwalder Straße,14000,Münch,"Fritz, Helmut",Ludwigshafen
7,21091968StutBrau,"Sa21.09.1968, 15:30",Stuttgart,Braunschweig,Neckarstadion,15000,Stuttgart,"Hennig, Gerd",Duisburg
8,21091968HannAach,"Sa21.09.1968, 15:30",Hannover,Aachen,Niedersachsenstadion,21000,Hannover,"Binder, Albert",Holzgerlingen
0,28091968HertKöln,"Sa28.09.1968, 15:30",Hertha,Köln,Olympiastadion,60000,Berlin,"Riegg, Karl",Augsburg
1,28091968FranDort,"Sa28.09.1968, 15:30",Frankfurt,Dortmund,Waldstadion,15000,Frankfurt,"Regely, Ewald",Berlin
2,28091968HSVOffe,"Sa28.09.1968, 15:30",HSV,Offenbach,Volksparkstadion,18000,Hamburg,"Krumnack, Werner",Dortmund
3,28091968DuisBrem,"Sa28.09.1968, 15:30",Duisburg,Bremen,Wedaustadion,16000,Duisburg,"Siebert, Heinz",Mannheim
4,280919681860Mgl,"Sa28.09.1968, 15:30",1860 München,M'gladbach,Stadion an der Grünwalder Straße,28000,Münch,"Herden, Horst",Hamburg
5,28091968BrauBaye,"Sa28.09.1968, 15:30",Braunschweig,Bayern,Eintracht-Stadion,36500,Braunschweig,"Hillebrand, Hans",Essen
6,28091968KlaHann,"Sa28.09.1968, 15:30",K'lautern,Hannover,Betzenberg,15000,Kaiserslautern,"Schreiner, Rudolf",Wachenbuchen
7,05101968NürnHert,"Sa05.10.1968, 15:30",Nürnberg,Hertha,Städtisches Stadion,19000,Nürnberg,"Malka, Johannes",Herten
0,05101968OffeScha,"Sa05.10.1968, 15:30",Offenbach,Schalke,Bieberer Berg,21000,Offenbach,"Linn, Günter",Altendiez
1,05101968DortDuis,"Sa05.10.1968, 15:30",Dortmund,Duisburg,Rote Erde,15000,Dortmun,"Tschenscher, Kurt",Mannheim
2,05101968BremBrau,"Sa05.10.1968, 15:30",Bremen,Braunschweig,Weser-Stadion,16000,Bremen,"Eschweiler, Walter",Euskirchen
3,05101968Hann1860,"Sa05.10.1968, 15:30",Hannover,1860 München,Niedersachsenstadion,21000,Hannover,"Fritz, Helmut",Ludwigshafen
4,05101968BayeStut,"Sa05.10.1968, 15:30",Bayern,Stuttgart,Stadion an der Grünwalder Straße,33000,Münch,"Schulenburg, Gerhard",Laatzen
5,05101968KlaAach,"Sa05.10.1968, 15:30",K'lautern,Aachen,Betzenberg,18000,Kaiserslautern,"Betz, Alfons",Regensburg
6,05101968KölnFran,"Sa05.10.1968, 15:30",Köln,Frankfurt,Müngersdorfer Stadion,12000,Köl,"Basedow, Diedrich",Hamburg
0,16081969HertDuis,"Sa16.08.1969, 15:30",Hertha,Duisburg,Olympiastadion,75000,Berlin,"Horstmann, Walter",Groß Escherde
1,16081969OberFran,"Sa16.08.1969, 15:30",Oberhausen,Frankfurt,Stadion Niederrhein,20000,Oberhaus,"Herden, Horst",Hamburg
2,16081969StutBrem,"Sa16.08.1969, 15:30",Stuttgart,Bremen,Neckarstadion,28000,Stuttgart,"Weyland, Hans-Joachim",Oberhausen
3,16081969HSVKla,"Sa16.08.1969, 15:30",HSV,K'lautern,Volksparkstadion,20000,Hamburg,"Siepe, Gerd",Attendorn
4,16081969KölnBrau,"Sa16.08.1969, 15:30",Köln,Braunschweig,Müngersdorfer Stadion,22000,Köl,"Aldinger, Heinz",Waiblingen
5,16081969HannDort,"Sa16.08.1969, 15:30",Hannover,Dortmund,Niedersachsenstadion,37000,Hannover,"Riegg, Karl",Augsburg
6,16081969BayeEsse,"Sa16.08.1969, 15:30",Bayern,Essen,Stadion an der Grünwalder Straße,30000,Münch,"Biwersi, Ferdinand",Bliesransbach
7,24101969DuisFran,"Fr24.10.1969, 20:00",Duisburg,Frankfurt,Wedaustadion,18000,Duisburg,"Schulenburg, Gerhard",Laatzen
8,251019691860Mgl,"Sa25.10.1969, 15:30",1860 München,M'gladbach,Stadion an der Grünwalder Straße,15000,Münch,"Herden, Horst",Hamburg
0,25101969StutOber,"Sa25.10.1969, 15:30",Stuttgart,Oberhausen,Neckarstadion,25000,Stuttgart,"Picker, Karl-Heinz",Hamburg
1,25101969BremKla,"Sa25.10.1969, 15:30",Bremen,K'lautern,Weser-Stadion,10000,Bremen,"Geng, Philipp",Freiburg
2,25101969KölnHSV,"Sa25.10.1969, 15:30",Köln,HSV,Müngersdorfer Stadion,29000,Köl,"Heckeroth, Dieter",Frankfurt/Main
3,25101969BrauDort,"Sa25.10.1969, 15:30",Braunschweig,Dortmund,Eintracht-Stadion,13000,Braunschweig,"Binder, Albert",Holzgerlingen
4,25101969HertScha,"Sa25.10.1969, 15:30",Hertha,Schalke,Olympiastadion,50000,Berlin,"Tschenscher, Kurt",Mannheim
5,30101969BayeHert,"Do30.10.1969, 20:00",Bayern,Hertha,Stadion an der Grünwalder Straße,27000,Münch,"Bonacker, Horst",Quadrath-Ichendorf
6,31101969DortBrem,"Fr31.10.1969, 20:00",Dortmund,Bremen,Rote Erde,18000,Dortmun,"Riegg, Karl",Augsburg
0,01111969KlaDuis,"Sa01.11.1969, 15:30",K'lautern,Duisburg,Betzenberg,18000,Kaiserslautern,"Seiler, Fritz",Schmiden
1,01111969HSVHann,"Sa01.11.1969, 15:30",HSV,Hannover,Volksparkstadion,13000,Hamburg,"Siebert, Heinz",Mannheim
2,01111969BrauEsse,"Sa01.11.1969, 15:30",Braunschweig,Essen,Eintracht-Stadion,11000,Braunschweig,"Betz, Alfons",Regensburg
3,01111969Fran1860,"Sa01.11.1969, 18:00",Frankfurt,1860 München,Waldstadion,14000,Frankfurt,"Hennig, Gerd",Duisburg
4,02111969OberKöln,"So02.11.1969, 14:30",Oberhausen,Köln,Stadion Niederrhein,33000,Oberhaus,"Heumann, Franz",Ansbach
5,071119691860Kla,"Fr07.11.1969, 20:00",1860 München,K'lautern,Stadion an der Grünwalder Straße,15000,Münch,"Kindervater, Paul",Köln
6,07111969DuisDort,"Fr07.11.1969, 20:00",Duisburg,Dortmund,Wedaustadion,21000,Duisburg,"Aldinger, Heinz",Waiblingen
7,08111969StutBaye,"Sa08.11.1969, 15:30",Stuttgart,Bayern,Neckarstadion,72000,Stuttgart,"Biwersi, Ferdinand",Bliesransbach
8,08111969HannOber,"Sa08.11.1969, 15:30",Hannover,Oberhausen,Niedersachsenstadion,12500,Hannover,"Fuchs, Norbert",Herdorf
9,08111969BremBrau,"Sa08.11.1969, 15:30",Bremen,Braunschweig,Weser-Stadion,10000,Bremen,"Voss, Hans",Münster
0,08111969KölnScha,"Sa08.11.1969, 15:30",Köln,Schalke,Müngersdorfer Stadion,36000,Köl,"Ohmsen, Klaus",Hamburg
1,08111969HertMgl,"Sa08.11.1969, 15:30",Hertha,M'gladbach,Olympiastadion,80000,Berlin,"Basedow, Diedrich",Hamburg
2,15111969OberHSV,"Sa15.11.1969, 14:30",Oberhausen,HSV,Stadion Niederrhein,16000,Oberhaus,"Wengenmeyer, Franz",München
3,15111969Dort1860,"Sa15.11.1969, 15:30",Dortmund,1860 München,Rote Erde,15000,Dortmun,"Ott, Alfred",Rheinbrohl
4,15111969BayeKöln,"Sa15.11.1969, 15:30",Bayern,Köln,Stadion an der Grünwalder Straße,44000,Münch,"Schulenburg, Gerhard",Laatzen
5,15111969BrauDuis,"Sa15.11.1969, 15:30",Braunschweig,Duisburg,Eintracht-Stadion,10304,Braunschweig,"Schulz, Bruno",Berlin
6,15111969BremEsse,"Sa15.11.1969, 15:30",Bremen,Essen,Weser-Stadion,10000,Bremen,"Binder, Albert",Holzgerlingen
0,15111969KlaAach,"Sa15.11.1969, 15:30",K'lautern,Aachen,Betzenberg,12000,Kaiserslautern,"Horstmann, Walter",Groß Escherde
1,15111969FranHert,"Sa15.11.1969, 15:30",Frankfurt,Hertha,Waldstadion,23000,Frankfurt,"Weyland, Hans-Joachim",Oberhausen
2,281119691860Brau,"Fr28.11.1969, 20:00",1860 München,Braunschweig,Stadion an der Grünwalder Straße,9000,Münch,"Siepe, Gerd",Attendorn
3,28111969DuisBrem,"Fr28.11.1969, 20:00",Duisburg,Bremen,Wedaustadion,7000,Duisburg,"Geng, Philipp",Freiburg
4,29111969KölnMgl,"Sa29.11.1969, 15:30",Köln,M'gladbach,Müngersdorfer Stadion,54000,Köl,"Tschenscher, Kurt",Mannheim
5,29111969HertKla,"Sa29.11.1969, 15:30",Hertha,K'lautern,Olympiastadion,30000,Berlin,"Voss, Hans",Münster
6,29111969StutFran,"Sa29.11.1969, 15:30",Stuttgart,Frankfurt,Neckarstadion,9000,Stuttgart,"Schmidt, Berthold",Hermesdorf
0,29111969HannBaye,"Sa29.11.1969, 17:00",Hannover,Bayern,Niedersachsenstadion,20000,Hannover,"Ott, Alfred",Rheinbrohl
1,29111969HSVScha,"Sa29.11.1969, 18:00",HSV,Schalke,Volksparkstadion,14000,Hamburg,"Gabor, Peter",Berlin
2,05121969BrauAach,"Fr05.12.1969, 20:00",Braunschweig,Aachen,Eintracht-Stadion,8500,Braunschweig,"Seiler, Fritz",Schmiden
3,05121969DortHert,"Fr05.12.1969, 20:00",Dortmund,Hertha,Rote Erde,22000,Dortmun,"Picker, Karl-Heinz",Hamburg
4,06121969OberScha,"Sa06.12.1969, 14:30",Oberhausen,Schalke,Stadion Niederrhein,15000,Oberhaus,"Horstmann, Walter",Groß Escherde
5,06121969Brem1860,"Sa06.12.1969, 15:30",Bremen,1860 München,Weser-Stadion,7000,Bremen,"Köhler, Alfred",Wanne-Eickel
6,06121969BayeHSV,"Sa06.12.1969, 15:30",Bayern,HSV,Stadion an der Grünwalder Straße,14000,Münch,"Hennig, Gerd",Duisburg
7,06121969FranKöln,"Sa06.12.1969, 15:30",Frankfurt,Köln,Waldstadion,20000,Frankfurt,"Herden, Horst",Hamburg
0,06121969KlaStut,"Sa06.12.1969, 18:00",K'lautern,Stuttgart,Betzenberg,7000,Kaiserslautern,"Lutz, Herbert",Bremen
1,12121969HertBrau,"Fr12.12.1969, 20:00",Hertha,Braunschweig,Olympiastadion,25000,Berlin,"Hillebrand, Hans",Essen
2,131219691860Duis,"Sa13.12.1969, 15:30",1860 München,Duisburg,Stadion an der Grünwalder Straße,12000,Münch,"Ohmsen, Klaus",Hamburg
3,13121969OberBaye,"Sa13.12.1969, 15:30",Oberhausen,Bayern,Stadion Niederrhein,12000,Oberhaus,"Schulenburg, Gerhard",Laatzen
4,13121969HSVMgl,"Sa13.12.1969, 15:30",HSV,M'gladbach,Volksparkstadion,23641,Hamburg,"Ott, Alfred",Rheinbrohl
5,13121969HannFran,"Sa13.12.1969, 15:30",Hannover,Frankfurt,Niedersachsenstadion,7500,Hannover,"Kindervater, Paul",Köln
6,13121969StutDort,"Sa13.12.1969, 15:30",Stuttgart,Dortmund,Neckarstadion,9000,Stuttgart,"Linn, Günter",Altendiez
7,13121969KölnKla,"Sa13.12.1969, 15:30",Köln,K'lautern,Müngersdorfer Stadion,12000,Köl,"Basedow, Diedrich",Hamburg
0,19121969KlaHann,"Fr19.12.1969, 20:00",K'lautern,Hannover,Betzenberg,4000,Kaiserslautern,"Aldinger, Heinz",Waiblingen
1,19121969DortKöln,"Fr19.12.1969, 20:00",Dortmund,Köln,Rote Erde,26000,Dortmun,"Redelfs, Jan",Hannover
2,20121969BremHert,"Sa20.12.1969, 15:30",Bremen,Hertha,Weser-Stadion,11000,Bremen,"Hennig, Gerd",Duisburg
3,20121969FranHSV,"Sa20.12.1969, 15:30",Frankfurt,HSV,Waldstadion,10000,Frankfurt,"Fork, Karl-Heinz",Unna-Massen
4,20121969BrauStut,"Sa20.12.1969, 15:30",Braunschweig,Stuttgart,Eintracht-Stadion,6315,Braunschweig,"Schumann, Jürgen",Neuwied
5,20121969DuisAach,"Sa20.12.1969, 18:00",Duisburg,Aachen,Wedaustadion,5000,Duisburg,"Heckeroth, Dieter",Frankfurt/Main
6,24021970BayeScha,"Di24.02.1970, 20:00",Bayern,Schalke,Stadion an der Grünwalder Straße,25000,Münch,"Herden, Horst",Hamburg
