,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,16031984UerdBiel,1983-84,"Freitag, 16.03.1984",Uerdingen ,Bielefeld ,1,3,0,1,/uerdingen-gegen-bielefeld-1984-bundesliga-14255/spielinfo
1,16031984KlaOffe,1983-84,"Freitag, 16.03.1984",K'lautern ,Offenbach ,1,1,0,0,/klautern-gegen-offenbach-1984-bundesliga-14261/spielinfo
2,16031984StutLeve,1983-84,"Freitag, 16.03.1984",Stuttgart ,Leverkusen ,2,2,1,0,/stuttgart-gegen-leverkusen-1984-bundesliga-14263/spielinfo
3,17031984HSV Brem,1983-84,"Samstag, 17.03.1984",HSV ,Bremen ,4,0,2,0,/hsv-gegen-bremen-1984-bundesliga-14256/spielinfo
4,17031984KölnMgl,1983-84,"Samstag, 17.03.1984",Köln ,M'gladbach ,1,2,1,0,/koeln-gegen-mgladbach-1984-bundesliga-14257/spielinfo
5,17031984FranBrau,1983-84,"Samstag, 17.03.1984",Frankfurt ,Braunschweig ,1,2,0,1,/frankfurt-gegen-braunschweig-1984-bundesliga-14258/spielinfo
6,17031984BayeBoch,1983-84,"Samstag, 17.03.1984",Bayern ,Bochum ,5,1,4,0,/bayern-gegen-bochum-1984-bundesliga-14259/spielinfo
7,17031984DortDüss,1983-84,"Samstag, 17.03.1984",Dortmund ,Düsseldorf ,6,0,0,0,/dortmund-gegen-duesseldorf-1984-bundesliga-14260/spielinfo
8,17031984NürnMann,1983-84,"Samstag, 17.03.1984",Nürnberg ,Mannheim ,0,0,0,0,/nuernberg-gegen-mannheim-1984-bundesliga-14262/spielinfo
9,20031984StutUerd,1983-84,"Dienstag, 20.03.1984",Stuttgart ,Uerdingen ,4,0,2,0,/stuttgart-gegen-uerdingen-1984-bundesliga-14239/spielinfo
