,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,12121997RostBrem,1997-98,"Freitag, 12.12.1997",Rostock ,Bremen ,1,2,1,1,/rostock-gegen-bremen-1997-bundesliga-2024/spielinfo
1,12121997HertKla,1997-98,"Freitag, 12.12.1997",Hertha ,K'lautern ,2,0,1,0,/hertha-gegen-klautern-1997-bundesliga-2018/spielinfo
2,13121997HSV Wolf,1997-98,"Samstag, 13.12.1997",HSV ,Wolfsburg ,1,2,0,1,/hsv-gegen-wolfsburg-1997-bundesliga-2017/spielinfo
3,13121997KölnDort,1997-98,"Samstag, 13.12.1997",Köln ,Dortmund ,4,2,2,1,/koeln-gegen-dortmund-1997-bundesliga-2019/spielinfo
4,13121997SchaDuis,1997-98,"Samstag, 13.12.1997",Schalke ,Duisburg ,1,1,1,1,/schalke-gegen-duisburg-1997-bundesliga-2020/spielinfo
5,13121997StutBiel,1997-98,"Samstag, 13.12.1997",Stuttgart ,Bielefeld ,1,0,0,0,/stuttgart-gegen-bielefeld-1997-bundesliga-2022/spielinfo
6,13121997Karl1860,1997-98,"Samstag, 13.12.1997",Karlsruhe ,1860 München ,0,0,0,0,/karlsruhe-gegen-muenchen-1997-bundesliga-2023/spielinfo
7,13121997BayeMgl,1997-98,"Samstag, 13.12.1997",Bayern ,M'gladbach ,3,2,1,0,/bayern-gegen-mgladbach-1997-bundesliga-2025/spielinfo
8,14121997BochLeve,1997-98,"Sonntag, 14.12.1997",Bochum ,Leverkusen ,0,0,0,0,/bochum-gegen-leverkusen-1997-bundesliga-2021/spielinfo
9,16121997DortHert,1997-98,"Dienstag, 16.12.1997",Dortmund ,Hertha ,3,0,2,0,/dortmund-gegen-hertha-1997-bundesliga-2013/spielinfo
