,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,15022003HSV Wolf,2002-03,"Samstag, 15.02.2003",HSV ,Wolfsburg ,2,0,1,0,/hsv-gegen-wolfsburg-2003-bundesliga-572337/spielinfo
1,150220031860Baye,2002-03,"Samstag, 15.02.2003",1860 München ,Bayern ,0,5,0,0,/muenchen-gegen-bayern-2003-bundesliga-572338/spielinfo
2,15022003NürnBrem,2002-03,"Samstag, 15.02.2003",Nürnberg ,Bremen ,1,0,1,0,/nuernberg-gegen-bremen-2003-bundesliga-572339/spielinfo
3,15022003LeveRost,2002-03,"Samstag, 15.02.2003",Leverkusen ,Rostock ,1,2,1,2,/leverkusen-gegen-rostock-2003-bundesliga-572341/spielinfo
4,15022003DortBoch,2002-03,"Samstag, 15.02.2003",Dortmund ,Bochum ,4,1,3,1,/dortmund-gegen-bochum-2003-bundesliga-572342/spielinfo
5,15022003SchaStut,2002-03,"Samstag, 15.02.2003",Schalke ,Stuttgart ,2,0,2,0,/schalke-gegen-stuttgart-2003-bundesliga-572343/spielinfo
6,15022003BielKla,2002-03,"Samstag, 15.02.2003",Bielefeld ,K'lautern ,1,1,1,1,/bielefeld-gegen-klautern-2003-bundesliga-572344/spielinfo
7,16022003MglHert,2002-03,"Sonntag, 16.02.2003",M'gladbach ,Hertha ,0,2,0,2,/mgladbach-gegen-hertha-2003-bundesliga-572336/spielinfo
8,16022003CottHann,2002-03,"Sonntag, 16.02.2003",Cottbus ,Hannover ,3,0,0,0,/cottbus-gegen-hannover-2003-bundesliga-572340/spielinfo
9,19022003MglWolf,2002-03,"Mittwoch, 19.02.2003",M'gladbach ,Wolfsburg ,2,0,1,0,/mgladbach-gegen-wolfsburg-2003-bundesliga-572319/spielinfo
