,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,13091991BochMgl,1991-92,"Freitag, 13.09.1991",Bochum ,M'gladbach ,3,1,1,0,/bochum-gegen-mgladbach-1991-bundesliga-11900/spielinfo
1,13091991DüssDuis,1991-92,"Freitag, 13.09.1991",Düsseldorf ,Duisburg ,1,1,0,0,/duesseldorf-gegen-duisburg-1991-bundesliga-11902/spielinfo
2,13091991RostKarl,1991-92,"Freitag, 13.09.1991",Rostock ,Karlsruhe ,1,2,0,0,/rostock-gegen-karlsruhe-1991-bundesliga-11905/spielinfo
3,14091991KlaDort,1991-92,"Samstag, 14.09.1991",K'lautern ,Dortmund ,4,0,2,0,/klautern-gegen-dortmund-1991-bundesliga-11530/spielinfo
4,14091991KölnStut,1991-92,"Samstag, 14.09.1991",Köln ,Stuttgart ,1,1,1,1,/koeln-gegen-stuttgart-1991-bundesliga-11531/spielinfo
5,14091991Stg.Brem,1991-92,"Samstag, 14.09.1991",Stg. Kickers ,Bremen ,2,1,0,1,/stg-kickers-gegen-bremen-1991-bundesliga-11532/spielinfo
6,14091991DresWatt,1991-92,"Samstag, 14.09.1991",Dresden ,Wattenscheid ,3,0,1,0,/dresden-gegen-wattenscheid-1991-bundesliga-11906/spielinfo
7,14091991SchaLeve,1991-92,"Samstag, 14.09.1991",Schalke ,Leverkusen ,0,0,0,0,/schalke-gegen-leverkusen-1991-bundesliga-11908/spielinfo
8,14091991HSV Baye,1991-92,"Samstag, 14.09.1991",HSV ,Bayern ,1,0,1,0,/hsv-gegen-bayern-1991-bundesliga-11909/spielinfo
9,14091991FranNürn,1991-92,"Samstag, 14.09.1991",Frankfurt ,Nürnberg ,2,2,2,0,/frankfurt-gegen-nuernberg-1991-bundesliga-11533/spielinfo
