,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,17121966Fran1860,1966-67,"Samstag, 17.12.1966",Frankfurt ,1860 München ,3,3,0,2,/frankfurt-gegen-muenchen-1966-bundesliga-19380/spielinfo
1,17121966BayeDort,1966-67,"Samstag, 17.12.1966",Bayern ,Dortmund ,1,0,0,0,/bayern-gegen-dortmund-1966-bundesliga-19381/spielinfo
2,17121966BremKöln,1966-67,"Samstag, 17.12.1966",Bremen ,Köln ,1,3,1,1,/bremen-gegen-koeln-1966-bundesliga-19382/spielinfo
3,17121966DüssHSV ,1966-67,"Samstag, 17.12.1966",Düsseldorf ,HSV ,2,2,1,2,/duesseldorf-gegen-hsv-1966-bundesliga-19383/spielinfo
4,17121966NürnBrau,1966-67,"Samstag, 17.12.1966",Nürnberg ,Braunschweig ,0,4,0,1,/nuernberg-gegen-braunschweig-1966-bundesliga-19384/spielinfo
5,17121966HannKla,1966-67,"Samstag, 17.12.1966",Hannover ,K'lautern ,2,1,2,1,/hannover-gegen-klautern-1966-bundesliga-19385/spielinfo
6,17121966EsseStut,1966-67,"Samstag, 17.12.1966",Essen ,Stuttgart ,1,3,0,2,/essen-gegen-stuttgart-1966-bundesliga-19386/spielinfo
7,17121966KarlScha,1966-67,"Samstag, 17.12.1966",Karlsruhe ,Schalke ,1,0,1,0,/karlsruhe-gegen-schalke-1966-bundesliga-19387/spielinfo
8,17121966MglMeid,1966-67,"Samstag, 17.12.1966",M'gladbach ,Meidericher SV ,3,3,2,1,/mgladbach-gegen-duisburg-1966-bundesliga-19388/spielinfo
9,21121966KlaDüss,1966-67,"Mittwoch, 21.12.1966",K'lautern ,Düsseldorf ,2,1,1,1,/klautern-gegen-duesseldorf-1966-bundesliga-19374/spielinfo
10,21121966MeidKarl,1966-67,"Mittwoch, 21.12.1966",Meidericher SV ,Karlsruhe ,0,1,0,1,/duisburg-gegen-karlsruhe-1966-bundesliga-19378/spielinfo
