,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,28031980DortLeve,1979-80,"Freitag, 28.03.1980",Dortmund ,Leverkusen ,2,1,1,0,/dortmund-gegen-leverkusen-1980-bundesliga-15498/spielinfo
1,28031980KlaDuis,1979-80,"Freitag, 28.03.1980",K'lautern ,Duisburg ,4,2,2,1,/klautern-gegen-duisburg-1980-bundesliga-15501/spielinfo
2,28031980BremMgl,1979-80,"Freitag, 28.03.1980",Bremen ,M'gladbach ,4,2,2,1,/bremen-gegen-mgladbach-1980-bundesliga-15504/spielinfo
3,29031980UerdHSV ,1979-80,"Samstag, 29.03.1980",Uerdingen ,HSV ,0,3,0,0,/uerdingen-gegen-hsv-1980-bundesliga-15497/spielinfo
4,29031980DüssBrau,1979-80,"Samstag, 29.03.1980",Düsseldorf ,Braunschweig ,3,2,1,0,/duesseldorf-gegen-braunschweig-1980-bundesliga-15499/spielinfo
5,29031980BochStut,1979-80,"Samstag, 29.03.1980",Bochum ,Stuttgart ,0,1,0,1,/bochum-gegen-stuttgart-1980-bundesliga-15500/spielinfo
6,29031980FranHert,1979-80,"Samstag, 29.03.1980",Frankfurt ,Hertha ,0,4,0,2,/frankfurt-gegen-hertha-1980-bundesliga-15502/spielinfo
7,29031980KölnBaye,1979-80,"Samstag, 29.03.1980",Köln ,Bayern ,2,4,0,1,/koeln-gegen-bayern-1980-bundesliga-15503/spielinfo
8,290319801860Scha,1979-80,"Samstag, 29.03.1980",1860 München ,Schalke ,3,0,1,0,/muenchen-gegen-schalke-1980-bundesliga-15505/spielinfo
9,05041980HertHSV ,1979-80,"Samstag, 05.04.1980",Hertha ,HSV ,0,6,0,2,/hertha-gegen-hsv-1980-bundesliga-15443/spielinfo
