,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,14021970HSV 1860,1969-70,"Samstag, 14.02.1970",HSV ,1860 München ,0,1,0,0,/hsv-gegen-muenchen-1970-bundesliga-18507/spielinfo
1,14021970BayeBrau,1969-70,"Samstag, 14.02.1970",Bayern ,Braunschweig ,5,1,2,1,/bayern-gegen-braunschweig-1970-bundesliga-18508/spielinfo
2,14021970MglDort,1969-70,"Samstag, 14.02.1970",M'gladbach ,Dortmund ,4,2,3,0,/mgladbach-gegen-dortmund-1970-bundesliga-18512/spielinfo
3,14021970KölnHert,1969-70,"Samstag, 14.02.1970",Köln ,Hertha ,5,1,2,0,/koeln-gegen-hertha-1970-bundesliga-18513/spielinfo
4,14021970FranKla,1969-70,"Samstag, 14.02.1970",Frankfurt ,K'lautern ,2,1,2,1,/frankfurt-gegen-klautern-1970-bundesliga-18514/spielinfo
5,14021970StutEsse,1969-70,"Samstag, 14.02.1970",Stuttgart ,Essen ,4,1,2,0,/stuttgart-gegen-essen-1970-bundesliga-18515/spielinfo
6,25031970SchaBrem,1969-70,"Mittwoch, 25.03.1970",Schalke ,Bremen ,0,0,0,0,/schalke-gegen-bremen-1970-bundesliga-18510/spielinfo
7,22041970OberDuis,1969-70,"Mittwoch, 22.04.1970",Oberhausen ,Duisburg ,2,0,1,0,/oberhausen-gegen-duisburg-1970-bundesliga-18509/spielinfo
8,22041970HannAach,1969-70,"Mittwoch, 22.04.1970",Hannover ,Aachen ,5,0,3,0,/hannover-gegen-aachen-1970-bundesliga-18511/spielinfo
9,17021970BrauScha,1969-70,"Dienstag, 17.02.1970",Braunschweig ,Schalke ,3,0,1,0,/braunschweig-gegen-schalke-1970-bundesliga-18502/spielinfo
