,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,23042021AugsKöln,2020-21,"Freitag, 23.04.2021",Augsburg ,Köln ,2,3,0,3,/augsburg-gegen-koeln-2021-bundesliga-4667335/spielinfo
1,24042021WolfDort,2020-21,"Samstag, 24.04.2021",Wolfsburg ,Dortmund ,0,2,0,1,/wolfsburg-gegen-dortmund-2021-bundesliga-4667330/spielinfo
2,24042021FreiHoff,2020-21,"Samstag, 24.04.2021",Freiburg ,Hoffenheim ,1,1,0,1,/freiburg-gegen-hoffenheim-2021-bundesliga-4667331/spielinfo
3,24042021UnioBrem,2020-21,"Samstag, 24.04.2021",Union ,Bremen ,3,1,0,0,/union-gegen-bremen-2021-bundesliga-4667332/spielinfo
4,24042021MainBaye,2020-21,"Samstag, 24.04.2021",Mainz ,Bayern ,2,1,2,0,/mainz-gegen-bayern-2021-bundesliga-4667334/spielinfo
5,24042021LeveFran,2020-21,"Samstag, 24.04.2021",Leverkusen ,Frankfurt ,3,1,0,0,/leverkusen-gegen-frankfurt-2021-bundesliga-4667329/spielinfo
6,25042021LeipStut,2020-21,"Sonntag, 25.04.2021",Leipzig ,Stuttgart ,2,0,0,0,/leipzig-gegen-stuttgart-2021-bundesliga-4667327/spielinfo
7,25042021MglBiel,2020-21,"Sonntag, 25.04.2021",M'gladbach ,Bielefeld ,5,0,3,0,/mgladbach-gegen-bielefeld-2021-bundesliga-4667328/spielinfo
8,12052021SchaHert,2020-21,"Mittwoch, 12.05.2021",Schalke ,Hertha ,1,2,1,1,/schalke-gegen-hertha-2021-bundesliga-4667333/spielinfo
9,03052021MainHert,2020-21,"Montag, 03.05.2021",Mainz ,Hertha ,1,1,1,1,/mainz-gegen-hertha-2021-bundesliga-4667316/spielinfo
