,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,12032022UnioStut,2021-22,"Samstag, 12.03.2022",Union ,Stuttgart ,1,1,1,0,/union-gegen-stuttgart-2022-bundesliga-4721723/spielinfo
1,12032022FreiWolf,2021-22,"Samstag, 12.03.2022",Freiburg ,Wolfsburg ,3,2,2,0,/freiburg-gegen-wolfsburg-2022-bundesliga-4721725/spielinfo
2,12032022HoffBaye,2021-22,"Samstag, 12.03.2022",Hoffenheim ,Bayern ,1,1,1,1,/hoffenheim-gegen-bayern-2022-bundesliga-4721726/spielinfo
3,12032022MglHert,2021-22,"Samstag, 12.03.2022",M'gladbach ,Hertha ,2,0,1,0,/mgladbach-gegen-hertha-2022-bundesliga-4721724/spielinfo
4,13032022LeveKöln,2021-22,"Sonntag, 13.03.2022",Leverkusen ,Köln ,0,1,0,0,/leverkusen-gegen-koeln-2022-bundesliga-4721722/spielinfo
5,13032022DortBiel,2021-22,"Sonntag, 13.03.2022",Dortmund ,Bielefeld ,1,0,1,0,/dortmund-gegen-bielefeld-2022-bundesliga-4721720/spielinfo
6,13032022FranBoch,2021-22,"Sonntag, 13.03.2022",Frankfurt ,Bochum ,2,1,0,1,/frankfurt-gegen-bochum-2022-bundesliga-4721721/spielinfo
7,13032022FürtLeip,2021-22,"Sonntag, 13.03.2022",Fürth ,Leipzig ,1,6,1,4,/fuerth-gegen-leipzig-2022-bundesliga-4721728/spielinfo
8,06042022AugsMain,2021-22,"Mittwoch, 06.04.2022",Augsburg ,Mainz ,2,1,1,0,/augsburg-gegen-mainz-2022-bundesliga-4721727/spielinfo
9,16032022MainDort,2021-22,"Mittwoch, 16.03.2022",Mainz ,Dortmund ,0,1,0,0,/mainz-gegen-dortmund-2022-bundesliga-4721715/spielinfo
