,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,23101976DüssDuis,1976-77,"Samstag, 23.10.1976",Düsseldorf ,Duisburg ,2,0,0,0,/duesseldorf-gegen-duisburg-1976-bundesliga-16262/spielinfo
1,23101976EsseBoch,1976-77,"Samstag, 23.10.1976",Essen ,Bochum ,3,3,1,2,/essen-gegen-bochum-1976-bundesliga-16263/spielinfo
2,23101976KlaDort,1976-77,"Samstag, 23.10.1976",K'lautern ,Dortmund ,2,1,1,0,/klautern-gegen-dortmund-1976-bundesliga-16264/spielinfo
3,23101976BremBaye,1976-77,"Samstag, 23.10.1976",Bremen ,Bayern ,2,3,1,1,/bremen-gegen-bayern-1976-bundesliga-16265/spielinfo
4,23101976SchaHSV ,1976-77,"Samstag, 23.10.1976",Schalke ,HSV ,1,0,0,0,/schalke-gegen-hsv-1976-bundesliga-16266/spielinfo
5,23101976KölnSaar,1976-77,"Samstag, 23.10.1976",Köln ,Saarbrücken ,5,1,1,0,/koeln-gegen-saarbruecken-1976-bundesliga-16267/spielinfo
6,23101976TeBeKarl,1976-77,"Samstag, 23.10.1976",TeBe Berlin ,Karlsruhe ,4,2,3,0,/tebe-berlin-gegen-karlsruhe-1976-bundesliga-16268/spielinfo
7,23101976BrauMgl,1976-77,"Samstag, 23.10.1976",Braunschweig ,M'gladbach ,1,1,0,0,/braunschweig-gegen-mgladbach-1976-bundesliga-16269/spielinfo
8,23101976FranHert,1976-77,"Samstag, 23.10.1976",Frankfurt ,Hertha ,3,3,1,2,/frankfurt-gegen-hertha-1976-bundesliga-16270/spielinfo
