,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,24041992RostBoch,1991-92,"Freitag, 24.04.1992",Rostock ,Bochum ,0,2,0,1,/rostock-gegen-bochum-1992-bundesliga-11734/spielinfo
1,24041992DüssDres,1991-92,"Freitag, 24.04.1992",Düsseldorf ,Dresden ,1,3,1,1,/duesseldorf-gegen-dresden-1992-bundesliga-11735/spielinfo
2,24041992WattNürn,1991-92,"Freitag, 24.04.1992",Wattenscheid ,Nürnberg ,1,1,0,1,/wattenscheid-gegen-nuernberg-1992-bundesliga-11736/spielinfo
3,25041992StutDort,1991-92,"Samstag, 25.04.1992",Stuttgart ,Dortmund ,4,2,2,1,/stuttgart-gegen-dortmund-1992-bundesliga-11737/spielinfo
4,25041992MglBaye,1991-92,"Samstag, 25.04.1992",M'gladbach ,Bayern ,1,1,0,0,/mgladbach-gegen-bayern-1992-bundesliga-11738/spielinfo
5,25041992LeveFran,1991-92,"Samstag, 25.04.1992",Leverkusen ,Frankfurt ,1,3,0,1,/leverkusen-gegen-frankfurt-1992-bundesliga-11739/spielinfo
6,25041992DuisHSV ,1991-92,"Samstag, 25.04.1992",Duisburg ,HSV ,0,1,0,0,/duisburg-gegen-hsv-1992-bundesliga-11740/spielinfo
7,25041992KarlKla,1991-92,"Samstag, 25.04.1992",Karlsruhe ,K'lautern ,2,1,1,0,/karlsruhe-gegen-klautern-1992-bundesliga-11741/spielinfo
8,25041992BremKöln,1991-92,"Samstag, 25.04.1992",Bremen ,Köln ,1,3,0,1,/bremen-gegen-koeln-1992-bundesliga-11742/spielinfo
9,25041992SchaStg.,1991-92,"Samstag, 25.04.1992",Schalke ,Stg. Kickers ,1,2,0,2,/schalke-gegen-stg-kickers-1992-bundesliga-11743/spielinfo
