,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,25111972BochBaye,1972-73,"Samstag, 25.11.1972",Bochum ,Bayern ,0,2,0,1,/bochum-gegen-bayern-1972-bundesliga-17531/spielinfo
1,25111972StutScha,1972-73,"Samstag, 25.11.1972",Stuttgart ,Schalke ,6,2,4,2,/stuttgart-gegen-schalke-1972-bundesliga-17532/spielinfo
2,25111972KölnOffe,1972-73,"Samstag, 25.11.1972",Köln ,Offenbach ,1,1,1,1,/koeln-gegen-offenbach-1972-bundesliga-17533/spielinfo
3,25111972FranMgl,1972-73,"Samstag, 25.11.1972",Frankfurt ,M'gladbach ,3,0,1,0,/frankfurt-gegen-mgladbach-1972-bundesliga-17534/spielinfo
4,25111972DüssOber,1972-73,"Samstag, 25.11.1972",Düsseldorf ,Oberhausen ,3,1,1,1,/duesseldorf-gegen-oberhausen-1972-bundesliga-17535/spielinfo
5,25111972DuisWupp,1972-73,"Samstag, 25.11.1972",Duisburg ,Wuppertaler SV ,0,0,0,0,/duisburg-gegen-wuppertal-1972-bundesliga-17536/spielinfo
6,25111972KlaBrem,1972-73,"Samstag, 25.11.1972",K'lautern ,Bremen ,3,1,1,0,/klautern-gegen-bremen-1972-bundesliga-17537/spielinfo
7,25111972HSV Hert,1972-73,"Samstag, 25.11.1972",HSV ,Hertha ,4,0,1,0,/hsv-gegen-hertha-1972-bundesliga-17538/spielinfo
8,25111972HannBrau,1972-73,"Samstag, 25.11.1972",Hannover ,Braunschweig ,2,1,0,1,/hannover-gegen-braunschweig-1972-bundesliga-17539/spielinfo
9,28111972BrauFran,1972-73,"Dienstag, 28.11.1972",Braunschweig ,Frankfurt ,2,1,1,0,/braunschweig-gegen-frankfurt-1972-bundesliga-17489/spielinfo
