,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,08081986FC HUerd,1986-87,"Freitag, 08.08.1986",FC Homburg ,Uerdingen ,0,2,0,1,/fc-homburg-gegen-uerdingen-1986-bundesliga-13134/spielinfo
1,08081986MannStut,1986-87,"Freitag, 08.08.1986",Mannheim ,Stuttgart ,3,2,2,1,/mannheim-gegen-stuttgart-1986-bundesliga-13135/spielinfo
2,09081986LeveScha,1986-87,"Samstag, 09.08.1986",Leverkusen ,Schalke ,4,2,1,1,/leverkusen-gegen-schalke-1986-bundesliga-13136/spielinfo
3,09081986BayeDort,1986-87,"Samstag, 09.08.1986",Bayern ,Dortmund ,2,2,1,1,/bayern-gegen-dortmund-1986-bundesliga-13137/spielinfo
4,09081986FranDüss,1986-87,"Samstag, 09.08.1986",Frankfurt ,Düsseldorf ,5,0,3,0,/frankfurt-gegen-duesseldorf-1986-bundesliga-13138/spielinfo
5,09081986BochKöln,1986-87,"Samstag, 09.08.1986",Bochum ,Köln ,3,1,1,1,/bochum-gegen-koeln-1986-bundesliga-13139/spielinfo
6,09081986BremNürn,1986-87,"Samstag, 09.08.1986",Bremen ,Nürnberg ,5,3,0,2,/bremen-gegen-nuernberg-1986-bundesliga-13140/spielinfo
7,09081986BlauKla,1986-87,"Samstag, 09.08.1986",Blau-Weiß 90 Berlin ,K'lautern ,1,4,1,2,/bw--berlin-gegen-klautern-1986-bundesliga-13142/spielinfo
8,19081986MglHSV ,1986-87,"Dienstag, 19.08.1986",M'gladbach ,HSV ,0,3,0,0,/mgladbach-gegen-hsv-1986-bundesliga-13141/spielinfo
