,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,17031995KlaUerd,1994-95,"Freitag, 17.03.1995",K'lautern ,Uerdingen ,1,1,1,1,/klautern-gegen-uerdingen-1995-bundesliga-10805/spielinfo
1,17031995MglBrem,1994-95,"Freitag, 17.03.1995",M'gladbach ,Bremen ,2,0,0,0,/mgladbach-gegen-bremen-1995-bundesliga-10808/spielinfo
2,18031995HSV Baye,1994-95,"Samstag, 18.03.1995",HSV ,Bayern ,1,1,0,0,/hsv-gegen-bayern-1995-bundesliga-10802/spielinfo
3,180319951860Karl,1994-95,"Samstag, 18.03.1995",1860 München ,Karlsruhe ,1,0,1,0,/muenchen-gegen-karlsruhe-1995-bundesliga-10803/spielinfo
4,18031995KölnScha,1994-95,"Samstag, 18.03.1995",Köln ,Schalke ,5,1,3,1,/koeln-gegen-schalke-1995-bundesliga-10804/spielinfo
5,18031995FranStut,1994-95,"Samstag, 18.03.1995",Frankfurt ,Stuttgart ,2,2,0,1,/frankfurt-gegen-stuttgart-1995-bundesliga-10806/spielinfo
6,18031995FreiBoch,1994-95,"Samstag, 18.03.1995",Freiburg ,Bochum ,1,2,0,1,/freiburg-gegen-bochum-1995-bundesliga-10807/spielinfo
7,18031995DortLeve,1994-95,"Samstag, 18.03.1995",Dortmund ,Leverkusen ,0,3,0,1,/dortmund-gegen-leverkusen-1995-bundesliga-10809/spielinfo
8,19031995DuisDres,1994-95,"Sonntag, 19.03.1995",Duisburg ,Dresden ,1,1,1,0,/duisburg-gegen-dresden-1995-bundesliga-10801/spielinfo
9,210319951860Uerd,1994-95,"Dienstag, 21.03.1995",1860 München ,Uerdingen ,1,1,0,1,/muenchen-gegen-uerdingen-1995-bundesliga-10788/spielinfo
