,id,Season,Date,Home Team,Away Team,FT Home Goals,FT Away Goals,HT Home Goals,HT Away Goals,URL Analyse
0,16091977DuisKla,1977-78,"Freitag, 16.09.1977",Duisburg ,K'lautern ,3,2,2,2,/duisburg-gegen-klautern-1977-bundesliga-15938/spielinfo
1,17091977MglSt. ,1977-78,"Samstag, 17.09.1977",M'gladbach ,St. Pauli ,2,1,0,0,/mgladbach-gegen-st-pauli-1977-bundesliga-15939/spielinfo
2,17091977HSV Köln,1977-78,"Samstag, 17.09.1977",HSV ,Köln ,1,0,1,0,/hsv-gegen-koeln-1977-bundesliga-15940/spielinfo
3,17091977SchaBrem,1977-78,"Samstag, 17.09.1977",Schalke ,Bremen ,1,0,1,0,/schalke-gegen-bremen-1977-bundesliga-15941/spielinfo
4,17091977BrauBoch,1977-78,"Samstag, 17.09.1977",Braunschweig ,Bochum ,3,1,2,1,/braunschweig-gegen-bochum-1977-bundesliga-15943/spielinfo
5,170919771860Fran,1977-78,"Samstag, 17.09.1977",1860 München ,Frankfurt ,2,4,0,2,/muenchen-gegen-frankfurt-1977-bundesliga-15944/spielinfo
6,17091977HertStut,1977-78,"Samstag, 17.09.1977",Hertha ,Stuttgart ,1,1,1,0,/hertha-gegen-stuttgart-1977-bundesliga-15945/spielinfo
7,17091977DortDüss,1977-78,"Samstag, 17.09.1977",Dortmund ,Düsseldorf ,1,2,0,0,/dortmund-gegen-duesseldorf-1977-bundesliga-15946/spielinfo
8,17091977SaarBaye,1977-78,"Samstag, 17.09.1977",Saarbrücken ,Bayern ,2,1,1,1,/saarbruecken-gegen-bayern-1977-bundesliga-15942/spielinfo
9,20091977DortDuis,1977-78,"Dienstag, 20.09.1977",Dortmund ,Duisburg ,2,1,1,0,/dortmund-gegen-duisburg-1977-bundesliga-15891/spielinfo
